date,geoRegion,location,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202052,AG,vaccination_centre,0,location,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202053,AG,vaccination_centre,246,location,694072,246,NA,0.996,99.6,99.2,0.04,0.04,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202101,AG,vaccination_centre,2281,location,694072,2527,NA,0.903,90.3,91.10000000000001,0.33,0.36,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202102,AG,vaccination_centre,2782,location,694072,5309,NA,0.794,79.4,84.6,0.4,0.76,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202103,AG,vaccination_centre,4741,location,694072,10050,NA,0.768,76.8,80.7,0.68,1.45,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202104,AG,vaccination_centre,4185,location,694072,14235,NA,0.582,58.199999999999996,72.5,0.6,2.05,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202105,AG,vaccination_centre,5224,location,694072,19459,NA,0.602,60.199999999999996,68.7,0.75,2.8,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202106,AG,vaccination_centre,6336,location,694072,25795,NA,0.821,82.1,71.6,0.91,3.72,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202107,AG,vaccination_centre,9713,location,694072,35508,NA,0.873,87.3,75.3,1.4,5.12,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202108,AG,vaccination_centre,11770,location,694072,47278,NA,0.79,79,76.2,1.7,6.81,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202109,AG,vaccination_centre,10747,location,694072,58025,NA,0.782,78.2,76.5,1.55,8.36,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202110,AG,vaccination_centre,12005,location,694072,70030,NA,0.882,88.2,78.3,1.73,10.09,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202111,AG,vaccination_centre,10301,location,694072,80331,NA,0.974,97.39999999999999,80.30000000000001,1.48,11.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202112,AG,vaccination_centre,16176,location,694072,96507,NA,0.984,98.4,82.89999999999999,2.33,13.9,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202113,AG,vaccination_centre,15452,location,694072,111959,NA,0.983,98.3,84.7,2.23,16.13,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202114,AG,vaccination_centre,19511,location,694072,131470,NA,0.933,93.30000000000001,85.9,2.81,18.94,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202115,AG,vaccination_centre,24062,location,694072,155532,NA,0.955,95.5,87.3,3.47,22.41,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202116,AG,vaccination_centre,27391,location,694072,182923,NA,0.915,91.5,87.9,3.95,26.36,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202117,AG,vaccination_centre,23254,location,694072,206177,NA,0.931,93.10000000000001,88.4,3.35,29.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202118,AG,vaccination_centre,29606,location,694072,235783,NA,0.852,85.2,88,4.27,33.97,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202119,AG,vaccination_centre,27897,location,694072,263680,NA,0.852,85.2,87.7,4.02,37.99,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202120,AG,vaccination_centre,30049,location,694072,293729,NA,0.779,77.9,86.6,4.33,42.32,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202121,AG,vaccination_centre,33277,location,694072,327006,NA,0.813,81.3,86,4.79,47.11,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202122,AG,vaccination_centre,44135,location,694072,371141,NA,0.86,86,86,6.36,53.47,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202123,AG,vaccination_centre,43780,location,694072,414921,NA,0.878,87.8,86.2,6.31,59.78,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202124,AG,vaccination_centre,35662,location,694072,450583,NA,0.843,84.3,86.1,5.14,64.92,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202125,AG,vaccination_centre,29367,location,694072,479950,NA,0.816,81.6,85.8,4.23,69.15,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202126,AG,vaccination_centre,29816,location,694072,509766,NA,0.853,85.3,85.7,4.3,73.45,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202127,AG,vaccination_centre,32675,location,694072,542441,NA,0.914,91.4,86.1,4.71,78.15,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202128,AG,vaccination_centre,27663,location,694072,570104,NA,0.939,93.89999999999999,86.4,3.99,82.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202129,AG,vaccination_centre,17412,location,694072,587516,NA,0.911,91.10000000000001,86.5,2.51,84.65,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202130,AG,vaccination_centre,13277,location,694072,600793,NA,0.902,90.2,86.6,1.91,86.56,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202131,AG,vaccination_centre,11042,location,694072,611835,NA,0.862,86.2,86.6,1.59,88.15,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202132,AG,vaccination_centre,9449,location,694072,621284,NA,0.844,84.39999999999999,86.6,1.36,89.51,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202133,AG,vaccination_centre,10293,location,694072,631577,NA,0.852,85.2,86.6,1.48,91,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202134,AG,vaccination_centre,12967,location,694072,644544,NA,0.861,86.1,86.5,1.87,92.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202135,AG,vaccination_centre,12722,location,694072,657266,NA,0.858,85.8,86.5,1.83,94.7,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202136,AG,vaccination_centre,15190,location,694072,672456,NA,0.879,87.9,86.6,2.19,96.89,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202137,AG,vaccination_centre,16522,location,694072,688978,NA,0.852,85.2,86.5,2.38,99.27,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202138,AG,vaccination_centre,13360,location,694072,702338,NA,0.819,81.89999999999999,86.4,1.92,101.19,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202139,AG,vaccination_centre,12180,location,694072,714518,NA,0.831,83.1,86.4,1.75,102.95,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202140,AG,vaccination_centre,12447,location,694072,726965,NA,0.916,91.60000000000001,86.5,1.79,104.74,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202141,AG,vaccination_centre,12294,location,694072,739259,NA,0.89,89,86.5,1.77,106.51,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202142,AG,vaccination_centre,8631,location,694072,747890,NA,0.8,80,86.4,1.24,107.75,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202143,AG,vaccination_centre,6407,location,694072,754297,NA,0.775,77.5,86.3,0.92,108.68,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202144,AG,vaccination_centre,4744,location,694072,759041,NA,0.799,79.9,86.3,0.68,109.36,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202145,AG,vaccination_centre,6092,location,694072,765133,NA,0.801,80.10000000000001,86.2,0.88,110.24,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202146,AG,vaccination_centre,21114,location,694072,786247,NA,0.864,86.4,86.2,3.04,113.28,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202147,AG,vaccination_centre,21254,location,694072,807501,NA,0.768,76.8,86,3.06,116.34,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202148,AG,vaccination_centre,26555,location,694072,834056,NA,0.829,82.89999999999999,85.9,3.83,120.17,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202149,AG,vaccination_centre,27230,location,694072,861286,NA,0.825,82.5,85.8,3.92,124.09,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202052,AG,nursing_home,0,location,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202053,AG,nursing_home,0,location,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202101,AG,nursing_home,242,location,694072,242,NA,0.096,9.6,8.7,0.03,0.03,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202102,AG,nursing_home,720,location,694072,962,NA,0.205,20.5,15.299999999999999,0.1,0.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202103,AG,nursing_home,1423,location,694072,2385,NA,0.231,23.1,19.2,0.21,0.34,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202104,AG,nursing_home,2998,location,694072,5383,NA,0.417,41.699999999999996,27.400000000000002,0.43,0.78,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202105,AG,nursing_home,3440,location,694072,8823,NA,0.396,39.6,31.2,0.5,1.27,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202106,AG,nursing_home,1376,location,694072,10199,NA,0.178,17.8,28.299999999999997,0.2,1.47,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202107,AG,nursing_home,1385,location,694072,11584,NA,0.124,12.4,24.6,0.2,1.67,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202108,AG,nursing_home,3116,location,694072,14700,NA,0.209,20.9,23.7,0.45,2.12,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202109,AG,nursing_home,2952,location,694072,17652,NA,0.215,21.5,23.3,0.43,2.54,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202110,AG,nursing_home,1581,location,694072,19233,NA,0.116,11.600000000000001,21.5,0.23,2.77,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202111,AG,nursing_home,264,location,694072,19497,NA,0.025,2.5,19.5,0.04,2.81,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202112,AG,nursing_home,230,location,694072,19727,NA,0.014,1.4000000000000001,16.900000000000002,0.03,2.84,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202113,AG,nursing_home,226,location,694072,19953,NA,0.014,1.4000000000000001,15.1,0.03,2.87,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202114,AG,nursing_home,657,location,694072,20610,NA,0.031,3.1,13.5,0.09,2.97,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202115,AG,nursing_home,542,location,694072,21152,NA,0.022,2.1999999999999997,11.899999999999999,0.08,3.05,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202116,AG,nursing_home,2048,location,694072,23200,NA,0.068,6.800000000000001,11.1,0.3,3.34,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202117,AG,nursing_home,1101,location,694072,24301,NA,0.044,4.3999999999999995,10.4,0.16,3.5,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202118,AG,nursing_home,563,location,694072,24864,NA,0.016,1.6,9.3,0.08,3.58,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202119,AG,nursing_home,587,location,694072,25451,NA,0.018,1.7999999999999998,8.5,0.08,3.67,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202120,AG,nursing_home,2094,location,694072,27545,NA,0.054,5.4,8.1,0.3,3.97,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202121,AG,nursing_home,1156,location,694072,28701,NA,0.028,2.8000000000000003,7.5,0.17,4.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202122,AG,nursing_home,432,location,694072,29133,NA,0.008,0.8,6.800000000000001,0.06,4.2,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202123,AG,nursing_home,280,location,694072,29413,NA,0.006,0.6,6.1,0.04,4.24,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202124,AG,nursing_home,125,location,694072,29538,NA,0.003,0.3,5.6000000000000005,0.02,4.26,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202125,AG,nursing_home,130,location,694072,29668,NA,0.004,0.4,5.3,0.02,4.27,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202126,AG,nursing_home,283,location,694072,29951,NA,0.008,0.8,5,0.04,4.32,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202127,AG,nursing_home,2,location,694072,29953,NA,0,0,4.8,0,4.32,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202128,AG,nursing_home,0,location,694072,29953,NA,0,0,4.5,0,4.32,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202129,AG,nursing_home,0,location,694072,29953,NA,0,0,4.3999999999999995,0,4.32,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202130,AG,nursing_home,8,location,694072,29961,NA,0.001,0.1,4.3,0,4.32,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202131,AG,nursing_home,235,location,694072,30196,NA,0.018,1.7999999999999998,4.3,0.03,4.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202132,AG,nursing_home,2,location,694072,30198,NA,0,0,4.2,0,4.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202133,AG,nursing_home,1,location,694072,30199,NA,0,0,4.1000000000000005,0,4.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202134,AG,nursing_home,0,location,694072,30199,NA,0,0,4.1000000000000005,0,4.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202135,AG,nursing_home,0,location,694072,30199,NA,0,0,4,0,4.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202136,AG,nursing_home,0,location,694072,30199,NA,0,0,3.9,0,4.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202137,AG,nursing_home,0,location,694072,30199,NA,0,0,3.8,0,4.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202138,AG,nursing_home,8,location,694072,30207,NA,0,0,3.6999999999999997,0,4.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202139,AG,nursing_home,0,location,694072,30207,NA,0,0,3.6999999999999997,0,4.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202140,AG,nursing_home,0,location,694072,30207,NA,0,0,3.5999999999999996,0,4.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202141,AG,nursing_home,0,location,694072,30207,NA,0,0,3.5000000000000004,0,4.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202142,AG,nursing_home,0,location,694072,30207,NA,0,0,3.5000000000000004,0,4.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202143,AG,nursing_home,0,location,694072,30207,NA,0,0,3.5000000000000004,0,4.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202144,AG,nursing_home,5,location,694072,30212,NA,0.001,0.1,3.4000000000000004,0,4.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202145,AG,nursing_home,69,location,694072,30281,NA,0.009,0.8999999999999999,3.4000000000000004,0.01,4.36,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202146,AG,nursing_home,819,location,694072,31100,NA,0.034,3.4000000000000004,3.4000000000000004,0.12,4.48,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202147,AG,nursing_home,3129,location,694072,34229,NA,0.113,11.3,3.5999999999999996,0.45,4.93,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202148,AG,nursing_home,1987,location,694072,36216,NA,0.062,6.2,3.6999999999999997,0.29,5.22,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202149,AG,nursing_home,938,location,694072,37154,NA,0.028,2.8000000000000003,3.6999999999999997,0.14,5.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202052,AG,medical_practice,1,location,694072,1,NA,1,100,100,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202053,AG,medical_practice,1,location,694072,2,NA,0.004,0.4,0.8,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202101,AG,medical_practice,1,location,694072,3,NA,0,0,0.1,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202102,AG,medical_practice,2,location,694072,5,NA,0.001,0.1,0.1,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202103,AG,medical_practice,2,location,694072,7,NA,0,0,0.1,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202104,AG,medical_practice,6,location,694072,13,NA,0.001,0.1,0.1,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202105,AG,medical_practice,2,location,694072,15,NA,0,0,0.1,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202106,AG,medical_practice,2,location,694072,17,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202107,AG,medical_practice,7,location,694072,24,NA,0.001,0.1,0.1,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202108,AG,medical_practice,5,location,694072,29,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202109,AG,medical_practice,1,location,694072,30,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202110,AG,medical_practice,3,location,694072,33,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202111,AG,medical_practice,7,location,694072,40,NA,0.001,0.1,0,0,0.01,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202112,AG,medical_practice,34,location,694072,74,NA,0.002,0.2,0.1,0,0.01,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202113,AG,medical_practice,41,location,694072,115,NA,0.003,0.3,0.1,0.01,0.02,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202114,AG,medical_practice,740,location,694072,855,NA,0.035,3.5000000000000004,0.6,0.11,0.12,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202115,AG,medical_practice,590,location,694072,1445,NA,0.023,2.3,0.8,0.09,0.21,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202116,AG,medical_practice,490,location,694072,1935,NA,0.016,1.6,0.8999999999999999,0.07,0.28,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202117,AG,medical_practice,616,location,694072,2551,NA,0.025,2.5,1.0999999999999999,0.09,0.37,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202118,AG,medical_practice,4593,location,694072,7144,NA,0.132,13.200000000000001,2.7,0.66,1.03,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202119,AG,medical_practice,4238,location,694072,11382,NA,0.13,13,3.8,0.61,1.64,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202120,AG,medical_practice,6426,location,694072,17808,NA,0.167,16.7,5.2,0.93,2.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202121,AG,medical_practice,6454,location,694072,24262,NA,0.158,15.8,6.4,0.93,3.5,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202122,AG,medical_practice,6399,location,694072,30661,NA,0.125,12.5,7.1,0.92,4.42,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202123,AG,medical_practice,5263,location,694072,35924,NA,0.106,10.6,7.5,0.76,5.18,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202124,AG,medical_practice,6231,location,694072,42155,NA,0.147,14.7,8.1,0.9,6.07,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202125,AG,medical_practice,6054,location,694072,48209,NA,0.168,16.8,8.6,0.87,6.95,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202126,AG,medical_practice,3883,location,694072,52092,NA,0.111,11.1,8.799999999999999,0.56,7.51,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202127,AG,medical_practice,1792,location,694072,53884,NA,0.05,5,8.5,0.26,7.76,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202128,AG,medical_practice,863,location,694072,54747,NA,0.029,2.9000000000000004,8.3,0.12,7.89,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202129,AG,medical_practice,771,location,694072,55518,NA,0.04,4,8.200000000000001,0.11,8,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202130,AG,medical_practice,431,location,694072,55949,NA,0.029,2.9000000000000004,8.1,0.06,8.06,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202131,AG,medical_practice,553,location,694072,56502,NA,0.043,4.3,8,0.08,8.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202132,AG,medical_practice,505,location,694072,57007,NA,0.045,4.5,7.9,0.07,8.21,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202133,AG,medical_practice,381,location,694072,57388,NA,0.032,3.2,7.9,0.05,8.27,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202134,AG,medical_practice,368,location,694072,57756,NA,0.024,2.4,7.8,0.05,8.32,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202135,AG,medical_practice,249,location,694072,58005,NA,0.017,1.7000000000000002,7.6,0.04,8.36,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202136,AG,medical_practice,284,location,694072,58289,NA,0.016,1.6,7.5,0.04,8.4,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202137,AG,medical_practice,486,location,694072,58775,NA,0.025,2.5,7.3999999999999995,0.07,8.47,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202138,AG,medical_practice,533,location,694072,59308,NA,0.033,3.3000000000000003,7.3,0.08,8.54,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202139,AG,medical_practice,324,location,694072,59632,NA,0.022,2.1999999999999997,7.199999999999999,0.05,8.59,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202140,AG,medical_practice,154,location,694072,59786,NA,0.011,1.0999999999999999,7.1,0.02,8.61,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202141,AG,medical_practice,281,location,694072,60067,NA,0.02,2,7.000000000000001,0.04,8.65,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202142,AG,medical_practice,426,location,694072,60493,NA,0.039,3.9,7.000000000000001,0.06,8.72,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202143,AG,medical_practice,235,location,694072,60728,NA,0.028,2.8000000000000003,7.000000000000001,0.03,8.75,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202144,AG,medical_practice,118,location,694072,60846,NA,0.02,2,6.9,0.02,8.77,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202145,AG,medical_practice,201,location,694072,61047,NA,0.026,2.6,6.9,0.03,8.8,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202146,AG,medical_practice,737,location,694072,61784,NA,0.03,3,6.800000000000001,0.11,8.9,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202147,AG,medical_practice,977,location,694072,62761,NA,0.035,3.5000000000000004,6.7,0.14,9.04,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202148,AG,medical_practice,1002,location,694072,63763,NA,0.031,3.1,6.6000000000000005,0.14,9.19,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202149,AG,medical_practice,1598,location,694072,65361,NA,0.048,4.8,6.5,0.23,9.42,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202052,AG,pharmacy,0,location,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202053,AG,pharmacy,0,location,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202101,AG,pharmacy,0,location,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202102,AG,pharmacy,0,location,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202103,AG,pharmacy,2,location,694072,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202104,AG,pharmacy,0,location,694072,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202105,AG,pharmacy,0,location,694072,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202106,AG,pharmacy,0,location,694072,2,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202107,AG,pharmacy,1,location,694072,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202108,AG,pharmacy,0,location,694072,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202109,AG,pharmacy,0,location,694072,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202110,AG,pharmacy,0,location,694072,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202111,AG,pharmacy,0,location,694072,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202112,AG,pharmacy,0,location,694072,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202113,AG,pharmacy,0,location,694072,3,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202114,AG,pharmacy,3,location,694072,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202115,AG,pharmacy,0,location,694072,6,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202116,AG,pharmacy,1,location,694072,7,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202117,AG,pharmacy,1,location,694072,8,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202118,AG,pharmacy,0,location,694072,8,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202119,AG,pharmacy,2,location,694072,10,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202120,AG,pharmacy,2,location,694072,12,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202121,AG,pharmacy,56,location,694072,68,NA,0.001,0.1,0,0.01,0.01,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202122,AG,pharmacy,343,location,694072,411,NA,0.007,0.7000000000000001,0.1,0.05,0.06,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202123,AG,pharmacy,514,location,694072,925,NA,0.01,1,0.2,0.07,0.13,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202124,AG,pharmacy,294,location,694072,1219,NA,0.007,0.7000000000000001,0.2,0.04,0.18,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202125,AG,pharmacy,423,location,694072,1642,NA,0.012,1.2,0.3,0.06,0.24,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202126,AG,pharmacy,857,location,694072,2499,NA,0.025,2.5,0.4,0.12,0.36,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
