date,geoRegion,location,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202133,CHFL,pharmacy,12144,location,8709355,299624,NA,0.084,8.4,3.2,0.14,3.44,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202134,CHFL,pharmacy,12518,location,8709355,312142,NA,0.078,7.8,3.2,0.14,3.58,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202135,CHFL,pharmacy,13829,location,8709355,325971,NA,0.089,8.9,3.3000000000000003,0.16,3.74,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202136,CHFL,pharmacy,15815,location,8709355,341786,NA,0.082,8.200000000000001,3.4000000000000004,0.18,3.92,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202137,CHFL,pharmacy,20078,location,8709355,361864,NA,0.091,9.1,3.5000000000000004,0.23,4.15,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202138,CHFL,pharmacy,18401,location,8709355,380265,NA,0.094,9.4,3.6999999999999997,0.21,4.37,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202139,CHFL,pharmacy,19000,location,8709355,399265,NA,0.115,11.5,3.8,0.22,4.58,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202140,CHFL,pharmacy,16465,location,8709355,415730,NA,0.1,10,3.9,0.19,4.77,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202141,CHFL,pharmacy,17429,location,8709355,433159,NA,0.103,10.299999999999999,4,0.2,4.97,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202142,CHFL,pharmacy,15252,location,8709355,448411,NA,0.107,10.7,4.1000000000000005,0.18,5.15,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202143,CHFL,pharmacy,12076,location,8709355,460487,NA,0.12,12,4.1000000000000005,0.14,5.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202144,CHFL,pharmacy,9003,location,8709355,469490,NA,0.118,11.799999999999999,4.2,0.1,5.39,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202145,CHFL,pharmacy,12603,location,8709355,482093,NA,0.1,10,4.2,0.14,5.54,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202146,CHFL,pharmacy,15273,location,8709355,497366,NA,0.064,6.4,4.3,0.18,5.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202147,CHFL,pharmacy,16232,location,8709355,513598,NA,0.057,5.7,4.3,0.19,5.9,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202148,CHFL,pharmacy,21457,location,8709355,535055,NA,0.059,5.8999999999999995,4.3999999999999995,0.25,6.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202149,CHFL,pharmacy,28940,location,8709355,563995,NA,0.065,6.5,4.3999999999999995,0.33,6.48,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202052,CHFL,hospital,18,location,8709355,18,NA,0.016,1.6,1.6,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202053,CHFL,hospital,387,location,8709355,405,NA,0.073,7.3,6.3,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202101,CHFL,hospital,2700,location,8709355,3105,NA,0.079,7.9,7.7,0.03,0.04,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202102,CHFL,hospital,5139,location,8709355,8244,NA,0.093,9.3,8.6,0.06,0.09,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202103,CHFL,hospital,9853,location,8709355,18097,NA,0.098,9.8,9.2,0.11,0.21,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202104,CHFL,hospital,6587,location,8709355,24684,NA,0.052,5.2,7.6,0.08,0.28,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202105,CHFL,hospital,4061,location,8709355,28745,NA,0.041,4.1000000000000005,6.800000000000001,0.05,0.33,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202106,CHFL,hospital,8747,location,8709355,37492,NA,0.065,6.5,6.7,0.1,0.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202107,CHFL,hospital,7818,location,8709355,45310,NA,0.06,6,6.6000000000000005,0.09,0.52,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202108,CHFL,hospital,4340,location,8709355,49650,NA,0.031,3.1,6,0.05,0.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202109,CHFL,hospital,6266,location,8709355,55916,NA,0.041,4.1000000000000005,5.7,0.07,0.64,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202110,CHFL,hospital,12822,location,8709355,68738,NA,0.084,8.4,6.1,0.15,0.79,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202111,CHFL,hospital,12728,location,8709355,81466,NA,0.084,8.4,6.3,0.15,0.94,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202112,CHFL,hospital,11886,location,8709355,93352,NA,0.065,6.5,6.4,0.14,1.07,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202113,CHFL,hospital,10296,location,8709355,103648,NA,0.059,5.8999999999999995,6.3,0.12,1.19,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202114,CHFL,hospital,14308,location,8709355,117956,NA,0.068,6.800000000000001,6.4,0.16,1.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202115,CHFL,hospital,15679,location,8709355,133635,NA,0.053,5.3,6.2,0.18,1.53,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202116,CHFL,hospital,13661,location,8709355,147296,NA,0.037,3.6999999999999997,5.8999999999999995,0.16,1.69,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202117,CHFL,hospital,14547,location,8709355,161843,NA,0.037,3.6999999999999997,5.6000000000000005,0.17,1.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202118,CHFL,hospital,19251,location,8709355,181094,NA,0.043,4.3,5.4,0.22,2.08,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202119,CHFL,hospital,11373,location,8709355,192467,NA,0.024,2.4,5,0.13,2.21,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202120,CHFL,hospital,13592,location,8709355,206059,NA,0.024,2.4,4.7,0.16,2.37,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202121,CHFL,hospital,11815,location,8709355,217874,NA,0.021,2.1,4.3999999999999995,0.14,2.5,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202122,CHFL,hospital,13933,location,8709355,231807,NA,0.022,2.1999999999999997,4.1000000000000005,0.16,2.66,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202123,CHFL,hospital,14009,location,8709355,245816,NA,0.022,2.1999999999999997,3.9,0.16,2.82,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202124,CHFL,hospital,7684,location,8709355,253500,NA,0.013,1.3,3.6999999999999997,0.09,2.91,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202125,CHFL,hospital,5787,location,8709355,259287,NA,0.011,1.0999999999999999,3.5000000000000004,0.07,2.98,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202126,CHFL,hospital,5833,location,8709355,265120,NA,0.013,1.3,3.4000000000000004,0.07,3.04,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202127,CHFL,hospital,3856,location,8709355,268976,NA,0.009,0.8999999999999999,3.3000000000000003,0.04,3.09,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202128,CHFL,hospital,3132,location,8709355,272108,NA,0.009,0.8999999999999999,3.2,0.04,3.12,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202129,CHFL,hospital,2496,location,8709355,274604,NA,0.008,0.8,3.1,0.03,3.15,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202130,CHFL,hospital,3022,location,8709355,277626,NA,0.016,1.6,3.1,0.03,3.19,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202131,CHFL,hospital,2734,location,8709355,280360,NA,0.02,2,3,0.03,3.22,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202132,CHFL,hospital,2773,location,8709355,283133,NA,0.02,2,3,0.03,3.25,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202133,CHFL,hospital,3188,location,8709355,286321,NA,0.022,2.1999999999999997,3,0.04,3.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202134,CHFL,hospital,4232,location,8709355,290553,NA,0.026,2.6,3,0.05,3.34,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202135,CHFL,hospital,4575,location,8709355,295128,NA,0.029,2.9000000000000004,3,0.05,3.39,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202136,CHFL,hospital,4747,location,8709355,299875,NA,0.025,2.5,3,0.05,3.44,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202137,CHFL,hospital,5325,location,8709355,305200,NA,0.024,2.4,3,0.06,3.5,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202138,CHFL,hospital,4811,location,8709355,310011,NA,0.025,2.5,3,0.06,3.56,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202139,CHFL,hospital,4320,location,8709355,314331,NA,0.026,2.6,3,0.05,3.61,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202140,CHFL,hospital,3892,location,8709355,318223,NA,0.024,2.4,3,0.04,3.65,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202141,CHFL,hospital,4532,location,8709355,322755,NA,0.027,2.7,3,0.05,3.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202142,CHFL,hospital,2726,location,8709355,325481,NA,0.019,1.9,2.9000000000000004,0.03,3.74,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202143,CHFL,hospital,2179,location,8709355,327660,NA,0.022,2.1999999999999997,2.9000000000000004,0.03,3.76,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202144,CHFL,hospital,1773,location,8709355,329433,NA,0.023,2.3,2.9000000000000004,0.02,3.78,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202145,CHFL,hospital,4768,location,8709355,334201,NA,0.038,3.8,2.9000000000000004,0.05,3.84,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202146,CHFL,hospital,4677,location,8709355,338878,NA,0.02,2,2.9000000000000004,0.05,3.89,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202147,CHFL,hospital,8659,location,8709355,347537,NA,0.03,3,2.9000000000000004,0.1,3.99,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202148,CHFL,hospital,15635,location,8709355,363172,NA,0.043,4.3,3,0.18,4.17,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202149,CHFL,hospital,18032,location,8709355,381204,NA,0.04,4,3,0.21,4.38,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202052,CHFL,other,605,location,8709355,605,NA,0.535,53.5,53.5,0.01,0.01,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202053,CHFL,other,584,location,8709355,1189,NA,0.111,11.1,18.6,0.01,0.01,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202101,CHFL,other,4262,location,8709355,5451,NA,0.125,12.5,13.4,0.05,0.06,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202102,CHFL,other,4955,location,8709355,10406,NA,0.089,8.9,10.8,0.06,0.12,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202103,CHFL,other,3339,location,8709355,13745,NA,0.033,3.3000000000000003,7.000000000000001,0.04,0.16,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202104,CHFL,other,4936,location,8709355,18681,NA,0.039,3.9,5.800000000000001,0.06,0.21,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202105,CHFL,other,5003,location,8709355,23684,NA,0.05,5,5.6000000000000005,0.06,0.27,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202106,CHFL,other,6690,location,8709355,30374,NA,0.05,5,5.4,0.08,0.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202107,CHFL,other,3550,location,8709355,33924,NA,0.027,2.7,4.9,0.04,0.39,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202108,CHFL,other,4925,location,8709355,38849,NA,0.035,3.5000000000000004,4.7,0.06,0.45,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202109,CHFL,other,7900,location,8709355,46749,NA,0.052,5.2,4.8,0.09,0.54,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202110,CHFL,other,3560,location,8709355,50309,NA,0.023,2.3,4.3999999999999995,0.04,0.58,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202111,CHFL,other,4172,location,8709355,54481,NA,0.028,2.8000000000000003,4.2,0.05,0.63,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202112,CHFL,other,5247,location,8709355,59728,NA,0.029,2.9000000000000004,4.1000000000000005,0.06,0.69,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202113,CHFL,other,3630,location,8709355,63358,NA,0.021,2.1,3.9,0.04,0.73,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202114,CHFL,other,1338,location,8709355,64696,NA,0.006,0.6,3.5000000000000004,0.02,0.74,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202115,CHFL,other,3066,location,8709355,67762,NA,0.01,1,3.2,0.04,0.78,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202116,CHFL,other,2414,location,8709355,70176,NA,0.007,0.7000000000000001,2.8000000000000003,0.03,0.81,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202117,CHFL,other,3190,location,8709355,73366,NA,0.008,0.8,2.5,0.04,0.84,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202118,CHFL,other,3450,location,8709355,76816,NA,0.008,0.8,2.3,0.04,0.88,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202119,CHFL,other,2109,location,8709355,78925,NA,0.004,0.4,2.1,0.02,0.91,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202120,CHFL,other,6143,location,8709355,85068,NA,0.011,1.0999999999999999,1.9,0.07,0.98,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202121,CHFL,other,5440,location,8709355,90508,NA,0.01,1,1.7999999999999998,0.06,1.04,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202122,CHFL,other,6205,location,8709355,96713,NA,0.01,1,1.7000000000000002,0.07,1.11,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202123,CHFL,other,4713,location,8709355,101426,NA,0.007,0.7000000000000001,1.6,0.05,1.16,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202124,CHFL,other,5585,location,8709355,107011,NA,0.009,0.8999999999999999,1.6,0.06,1.23,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202125,CHFL,other,6138,location,8709355,113149,NA,0.012,1.2,1.5,0.07,1.3,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202126,CHFL,other,4951,location,8709355,118100,NA,0.011,1.0999999999999999,1.5,0.06,1.36,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202127,CHFL,other,3706,location,8709355,121806,NA,0.009,0.8999999999999999,1.5,0.04,1.4,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202128,CHFL,other,3518,location,8709355,125324,NA,0.01,1,1.5,0.04,1.44,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202129,CHFL,other,2903,location,8709355,128227,NA,0.01,1,1.4000000000000001,0.03,1.47,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202130,CHFL,other,1255,location,8709355,129482,NA,0.007,0.7000000000000001,1.4000000000000001,0.01,1.49,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202131,CHFL,other,686,location,8709355,130168,NA,0.005,0.5,1.4000000000000001,0.01,1.49,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202132,CHFL,other,1438,location,8709355,131606,NA,0.011,1.0999999999999999,1.4000000000000001,0.02,1.51,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202133,CHFL,other,1656,location,8709355,133262,NA,0.011,1.0999999999999999,1.4000000000000001,0.02,1.53,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202134,CHFL,other,2942,location,8709355,136204,NA,0.018,1.7999999999999998,1.4000000000000001,0.03,1.56,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202135,CHFL,other,4531,location,8709355,140735,NA,0.029,2.9000000000000004,1.4000000000000001,0.05,1.62,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202136,CHFL,other,7269,location,8709355,148004,NA,0.038,3.8,1.5,0.08,1.7,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202137,CHFL,other,8640,location,8709355,156644,NA,0.039,3.9,1.5,0.1,1.8,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202138,CHFL,other,5692,location,8709355,162336,NA,0.029,2.9000000000000004,1.6,0.07,1.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202139,CHFL,other,5662,location,8709355,167998,NA,0.034,3.4000000000000004,1.6,0.07,1.93,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202140,CHFL,other,5071,location,8709355,173069,NA,0.031,3.1,1.6,0.06,1.99,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202141,CHFL,other,4509,location,8709355,177578,NA,0.027,2.7,1.6,0.05,2.04,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202142,CHFL,other,3083,location,8709355,180661,NA,0.022,2.1999999999999997,1.6,0.04,2.07,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202143,CHFL,other,2243,location,8709355,182904,NA,0.022,2.1999999999999997,1.6,0.03,2.1,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202144,CHFL,other,2703,location,8709355,185607,NA,0.035,3.5000000000000004,1.7000000000000002,0.03,2.13,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202145,CHFL,other,3042,location,8709355,188649,NA,0.024,2.4,1.7000000000000002,0.03,2.17,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202146,CHFL,other,4591,location,8709355,193240,NA,0.019,1.9,1.7000000000000002,0.05,2.22,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202147,CHFL,other,4567,location,8709355,197807,NA,0.016,1.6,1.7000000000000002,0.05,2.27,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202148,CHFL,other,4249,location,8709355,202056,NA,0.012,1.2,1.7000000000000002,0.05,2.32,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202149,CHFL,other,5417,location,8709355,207473,NA,0.012,1.2,1.6,0.06,2.38,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202052,FL,vaccination_centre,0,location,39055,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202053,FL,vaccination_centre,0,location,39055,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202101,FL,vaccination_centre,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202102,FL,vaccination_centre,5,location,39055,5,NA,1,100,45.5,0.01,0.01,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202103,FL,vaccination_centre,0,location,39055,5,NA,0,0,1.5,0,0.01,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202104,FL,vaccination_centre,378,location,39055,383,NA,0.759,75.9,45.5,0.97,0.98,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202105,FL,vaccination_centre,5,location,39055,388,NA,1,100,45.9,0.01,0.99,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202106,FL,vaccination_centre,0,location,39055,388,NA,0,0,33,0,0.99,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202107,FL,vaccination_centre,519,location,39055,907,NA,0.81,81,49.9,1.33,2.32,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202108,FL,vaccination_centre,786,location,39055,1693,NA,1,100,65.10000000000001,2.01,4.33,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202109,FL,vaccination_centre,527,location,39055,2220,NA,1,100,70.89999999999999,1.35,5.68,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202110,FL,vaccination_centre,651,location,39055,2871,NA,1,100,76,1.67,7.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202111,FL,vaccination_centre,569,location,39055,3440,NA,0.969,96.89999999999999,78.8,1.46,8.81,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202112,FL,vaccination_centre,1124,location,39055,4564,NA,1,100,83.1,2.88,11.69,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202113,FL,vaccination_centre,1015,location,39055,5579,NA,1,100,85.8,2.6,14.28,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202114,FL,vaccination_centre,910,location,39055,6489,NA,1,100,87.5,2.33,16.62,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202115,FL,vaccination_centre,1446,location,39055,7935,NA,1,100,89.5,3.7,20.32,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202116,FL,vaccination_centre,2597,location,39055,10532,NA,1,100,91.9,6.65,26.97,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202117,FL,vaccination_centre,1541,location,39055,12073,NA,1,100,92.9,3.95,30.91,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202118,FL,vaccination_centre,1371,location,39055,13444,NA,1,100,93.5,3.51,34.42,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202119,FL,vaccination_centre,1964,location,39055,15408,NA,1,100,94.3,5.03,39.45,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202120,FL,vaccination_centre,2745,location,39055,18153,NA,1,100,95.1,7.03,46.48,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202121,FL,vaccination_centre,2203,location,39055,20356,NA,1,100,95.6,5.64,52.12,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202122,FL,vaccination_centre,2773,location,39055,23129,NA,1,100,96.1,7.1,59.22,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202123,FL,vaccination_centre,2874,location,39055,26003,NA,1,100,96.6,7.36,66.58,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202124,FL,vaccination_centre,2808,location,39055,28811,NA,1,100,96.89999999999999,7.19,73.77,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202125,FL,vaccination_centre,1617,location,39055,30428,NA,1,100,97,4.14,77.91,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202126,FL,vaccination_centre,2275,location,39055,32703,NA,1,100,97.2,5.83,83.74,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202127,FL,vaccination_centre,2617,location,39055,35320,NA,1,100,97.39999999999999,6.7,90.44,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202128,FL,vaccination_centre,2327,location,39055,37647,NA,1,100,97.6,5.96,96.39,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202129,FL,vaccination_centre,635,location,39055,38282,NA,1,100,97.6,1.63,98.02,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202130,FL,vaccination_centre,0,location,39055,38282,NA,NA,NA,97.6,0,98.02,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202131,FL,vaccination_centre,0,location,39055,38282,NA,NA,NA,97.6,0,98.02,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202132,FL,vaccination_centre,1718,location,39055,40000,NA,1,100,97.7,4.4,102.42,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202133,FL,vaccination_centre,1222,location,39055,41222,NA,1,100,97.8,3.13,105.55,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202134,FL,vaccination_centre,993,location,39055,42215,NA,1,100,97.89999999999999,2.54,108.09,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202135,FL,vaccination_centre,0,location,39055,42215,NA,NA,NA,97.89999999999999,0,108.09,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202136,FL,vaccination_centre,467,location,39055,42682,NA,1,100,97.89999999999999,1.2,109.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202137,FL,vaccination_centre,1755,location,39055,44437,NA,1,100,98,4.49,113.78,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202138,FL,vaccination_centre,1353,location,39055,45790,NA,1,100,98,3.46,117.24,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202139,FL,vaccination_centre,175,location,39055,45965,NA,1,100,98,0.45,117.69,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202140,FL,vaccination_centre,189,location,39055,46154,NA,1,100,98,0.48,118.18,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202141,FL,vaccination_centre,164,location,39055,46318,NA,1,100,98,0.42,118.6,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202142,FL,vaccination_centre,1048,location,39055,47366,NA,1,100,98.1,2.68,121.28,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202143,FL,vaccination_centre,436,location,39055,47802,NA,1,100,98.1,1.12,122.4,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202144,FL,vaccination_centre,405,location,39055,48207,NA,1,100,98.1,1.04,123.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202145,FL,vaccination_centre,334,location,39055,48541,NA,1,100,98.1,0.86,124.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202146,FL,vaccination_centre,212,location,39055,48753,NA,0.573,57.3,97.8,0.54,124.83,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202147,FL,vaccination_centre,674,location,39055,49427,NA,0.895,89.5,97.7,1.73,126.56,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202148,FL,vaccination_centre,1216,location,39055,50643,NA,0.983,98.3,97.7,3.11,129.67,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202149,FL,vaccination_centre,4270,location,39055,54913,NA,0.989,98.9,97.8,10.93,140.6,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202052,FL,nursing_home,0,location,39055,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202053,FL,nursing_home,0,location,39055,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202101,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202102,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
202103,FL,nursing_home,0,location,39055,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
