date,vaccine,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,mean7d,inzmean7d,prct,prctSumTotal,prct_mean7d,geoRegion,type,type_variant,data_completeness,version
2021-08-02,moderna,partially_vaccinated,1,80,246169,0.41,NA,0.29,0.12,50,24.46,11.9,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-03,moderna,partially_vaccinated,1,81,237920,0.42,NA,0.29,0.12,33.33,24.55,11.9,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-04,moderna,partially_vaccinated,0,81,234384,0,NA,0.29,0.12,0,24.4,11.9,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-05,moderna,partially_vaccinated,0,81,229075,0,NA,0.29,0.13,0,24.32,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-06,moderna,partially_vaccinated,0,81,224457,0,NA,0.43,0.19,0,24.25,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-07,moderna,partially_vaccinated,0,81,223533,0,NA,0.43,0.19,0,24.18,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-08,moderna,partially_vaccinated,0,81,223280,0,NA,0.43,0.19,NA,24.18,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-09,moderna,partially_vaccinated,2,83,218782,0.91,NA,0.57,0.26,66.67,24.56,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-10,moderna,partially_vaccinated,1,84,214798,0.47,NA,0.57,0.27,20,24.49,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-11,moderna,partially_vaccinated,0,84,209931,0,NA,0.57,0.27,0,24.14,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-12,moderna,partially_vaccinated,1,85,207048,0.48,NA,0.57,0.28,25,24.15,15.95,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-13,moderna,partially_vaccinated,0,85,204646,0,NA,0.29,0.14,0,23.74,6.43,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-14,moderna,partially_vaccinated,0,85,205021,0,NA,0.29,0.14,0,23.48,5.36,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-15,moderna,partially_vaccinated,0,85,204991,0,NA,0.43,0.21,0,23.22,7.74,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-16,moderna,partially_vaccinated,0,85,200839,0,NA,0.43,0.21,0,22.79,6.55,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-17,moderna,partially_vaccinated,1,86,198203,0.5,NA,0.43,0.22,12.5,22.57,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-18,moderna,partially_vaccinated,1,87,195593,0.51,NA,0.43,0.22,16.67,22.48,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-19,moderna,partially_vaccinated,1,88,195367,0.51,NA,0.43,0.22,16.67,22.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-20,moderna,partially_vaccinated,0,88,194336,0,NA,0.43,0.22,NA,22.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-21,moderna,partially_vaccinated,0,88,195083,0,NA,0.57,0.29,0,22.22,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-22,moderna,partially_vaccinated,0,88,195019,0,NA,0.43,0.22,0,21.95,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-23,moderna,partially_vaccinated,0,88,193805,0,NA,0.43,0.22,0,21.57,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-24,moderna,partially_vaccinated,2,90,192646,1.04,NA,0.43,0.22,28.57,21.69,5.87,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-25,moderna,partially_vaccinated,0,90,192624,0,NA,0.43,0.22,0,21.48,5.87,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-26,moderna,partially_vaccinated,1,91,194154,0.52,NA,0.43,0.22,12.5,21.31,5.87,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-27,moderna,partially_vaccinated,0,91,197188,0,NA,0.43,0.22,0,21.11,5.87,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-28,moderna,partially_vaccinated,0,91,199700,0,NA,0.14,0.07,0,20.92,1.79,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-29,moderna,partially_vaccinated,0,91,200490,0,NA,0.29,0.14,0,20.78,4.64,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-30,moderna,partially_vaccinated,0,91,202806,0,NA,0.14,0.07,0,20.4,2.86,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-08-31,moderna,partially_vaccinated,0,91,205785,0,NA,0.29,0.14,0,20.18,5.71,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-01,moderna,partially_vaccinated,1,92,208164,0.48,NA,0.29,0.14,20,20.18,5.71,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-02,moderna,partially_vaccinated,0,92,213079,0,NA,0.43,0.2,0,19.91,8.57,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-03,moderna,partially_vaccinated,1,93,218838,0.46,NA,0.43,0.2,20,19.91,8.57,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-04,moderna,partially_vaccinated,0,93,221900,0,NA,0.57,0.26,0,19.75,11.43,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-05,moderna,partially_vaccinated,1,94,222837,0.45,NA,0.43,0.19,20,19.75,8.57,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-06,moderna,partially_vaccinated,0,94,226570,0,NA,0.43,0.19,0,19.62,8.57,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-07,moderna,partially_vaccinated,1,95,230039,0.43,NA,0.29,0.13,20,19.63,5.71,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-08,moderna,partially_vaccinated,0,95,235622,0,NA,0.29,0.12,0,19.47,5.71,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-09,moderna,partially_vaccinated,0,95,244407,0,NA,0.14,0.06,0,19.27,2.86,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-10,moderna,partially_vaccinated,0,95,253276,0,NA,0.29,0.11,0,19.11,4.9,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-11,moderna,partially_vaccinated,0,95,261358,0,NA,0.14,0.05,0,18.89,2.04,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-12,moderna,partially_vaccinated,0,95,262248,0,NA,0.14,0.05,0,18.74,2.04,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-13,moderna,partially_vaccinated,1,96,270310,0.37,NA,0.29,0.11,14.29,18.68,5.61,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-14,moderna,partially_vaccinated,0,96,279395,0,NA,0.29,0.1,0,18.46,5.61,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-15,moderna,partially_vaccinated,0,96,287609,0,NA,0.57,0.2,0,18.32,12.76,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-16,moderna,partially_vaccinated,1,97,293158,0.34,NA,1,0.34,25,18.37,18.88,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-17,moderna,partially_vaccinated,0,97,297107,0,NA,1.14,0.38,0,18.2,20.41,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-18,moderna,partially_vaccinated,2,99,300170,0.67,NA,1.14,0.38,50,18.44,20.41,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-19,moderna,partially_vaccinated,3,102,300457,1,NA,1.29,0.43,42.86,18.75,22.45,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-20,moderna,partially_vaccinated,2,104,304643,0.66,NA,1.14,0.37,25,18.84,18.88,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-21,moderna,partially_vaccinated,0,104,309282,0,NA,1.14,0.37,0,18.47,18.88,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-22,moderna,partially_vaccinated,1,105,312044,0.32,NA,0.86,0.28,14.29,18.42,11.74,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-23,moderna,partially_vaccinated,0,105,313259,0,NA,0.71,0.23,0,18.2,11.33,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-24,moderna,partially_vaccinated,0,105,310581,0,NA,0.57,0.18,0,18.1,11.33,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-25,moderna,partially_vaccinated,0,105,309884,0,NA,0.57,0.18,0,18.07,11.33,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-26,moderna,partially_vaccinated,2,107,310090,0.64,NA,0.43,0.14,40,18.26,9.29,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-27,moderna,partially_vaccinated,1,108,309282,0.32,NA,0.57,0.18,25,18.31,11.67,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-28,moderna,partially_vaccinated,0,108,308130,0,NA,0.57,0.18,0,18.27,11.67,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-29,moderna,partially_vaccinated,0,108,306238,0,NA,0.57,0.19,0,18.15,11.67,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-09-30,moderna,partially_vaccinated,1,109,302005,0.33,NA,0.29,0.1,16.67,18.14,5.95,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-01,moderna,partially_vaccinated,0,109,296259,0,NA,0.57,0.19,0,17.99,6.67,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-02,moderna,partially_vaccinated,0,109,294308,0,NA,0.57,0.19,0,17.93,6.67,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-03,moderna,partially_vaccinated,0,109,293776,0,NA,0.57,0.19,0,17.81,6.67,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-04,moderna,partially_vaccinated,3,112,289271,1.04,NA,0.43,0.15,30,18.01,4.29,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-05,moderna,partially_vaccinated,0,112,284785,0,NA,0.43,0.15,0,17.86,4.29,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-06,moderna,partially_vaccinated,0,112,279517,0,NA,0.43,0.15,0,17.75,4.29,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-07,moderna,partially_vaccinated,0,112,271104,0,NA,0.57,0.21,0,17.67,7.86,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-08,moderna,partially_vaccinated,0,112,259606,0,NA,0.29,0.11,0,17.5,6.43,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-09,moderna,partially_vaccinated,0,112,254062,0,NA,0.29,0.11,0,17.42,6.43,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-10,moderna,partially_vaccinated,1,113,253332,0.39,NA,0.43,0.17,25,17.47,8.02,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-11,moderna,partially_vaccinated,1,114,245518,0.41,NA,0.57,0.23,20,17.48,10.06,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-12,moderna,partially_vaccinated,0,114,236633,0,NA,0.57,0.24,0,17.33,10.06,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-13,moderna,partially_vaccinated,1,115,225706,0.44,NA,0.57,0.25,11.11,17.24,10.06,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-14,moderna,partially_vaccinated,1,116,215587,0.46,NA,0.57,0.26,14.29,17.21,13.63,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-15,moderna,partially_vaccinated,0,116,202547,0,NA,0.43,0.21,0,17.08,10.77,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-16,moderna,partially_vaccinated,0,116,197546,0,NA,0.43,0.22,0,17.03,10.77,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-17,moderna,partially_vaccinated,1,117,197278,0.51,NA,0.29,0.15,50,17.13,9.18,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-18,moderna,partially_vaccinated,0,117,189026,0,NA,0.14,0.07,0,16.96,7.14,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-19,moderna,partially_vaccinated,0,117,180140,0,NA,0.14,0.08,0,16.81,7.14,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-20,moderna,partially_vaccinated,0,117,171629,0,NA,0.14,0.08,0,16.64,7.14,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-21,moderna,partially_vaccinated,0,117,163959,0,NA,0,0,0,16.5,0,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-22,moderna,partially_vaccinated,0,117,155186,0,NA,0,0,0,16.41,0,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-23,moderna,partially_vaccinated,0,117,151178,0,NA,0,0,0,16.16,0,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-24,moderna,partially_vaccinated,0,117,151003,0,NA,0,0,0,16.05,0,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-25,moderna,partially_vaccinated,0,117,145712,0,NA,0,0,0,15.88,0,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-26,moderna,partially_vaccinated,0,117,140492,0,NA,0,0,0,15.79,0,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-27,moderna,partially_vaccinated,0,117,135808,0,NA,0,0,0,15.66,0,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-28,moderna,partially_vaccinated,0,117,130935,0,NA,0,0,0,15.52,0,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-29,moderna,partially_vaccinated,0,117,124521,0,NA,0,0,0,15.44,0,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-30,moderna,partially_vaccinated,0,117,122523,0,NA,0.14,0.11,0,15.31,1.59,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-10-31,moderna,partially_vaccinated,0,117,122422,0,NA,0.29,0.24,0,15.23,3.63,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-01,moderna,partially_vaccinated,0,117,120753,0,NA,0.29,0.24,0,15.18,3.63,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-02,moderna,partially_vaccinated,1,118,117406,0.85,NA,0.29,0.25,11.11,15.13,3.63,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-03,moderna,partially_vaccinated,1,119,114303,0.87,NA,0.29,0.25,14.29,15.12,3.63,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-04,moderna,partially_vaccinated,0,119,111767,0,NA,0.29,0.26,0,14.89,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-05,moderna,partially_vaccinated,0,119,108299,0,NA,0.29,0.27,0,14.86,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-06,moderna,partially_vaccinated,0,119,106946,0,NA,0.14,0.13,0,14.75,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-07,moderna,partially_vaccinated,0,119,106889,0,NA,0,0,NA,14.75,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-08,moderna,partially_vaccinated,0,119,105706,0,NA,0.14,0.13,0,14.64,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-09,moderna,partially_vaccinated,0,119,104552,0,NA,0.14,0.13,0,14.46,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-10,moderna,partially_vaccinated,0,119,103519,0,NA,0.14,0.14,0,14.15,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-11,moderna,partially_vaccinated,1,120,102541,0.98,NA,0.14,0.14,12.5,14.13,1.79,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-12,moderna,partially_vaccinated,0,120,100956,0,NA,0.14,0.14,0,14,1.79,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-13,moderna,partially_vaccinated,0,120,100493,0,NA,0.14,0.14,0,13.87,1.79,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-14,moderna,partially_vaccinated,0,120,100648,0,NA,0.29,0.29,0,13.67,3.57,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-15,moderna,partially_vaccinated,0,120,99462,0,NA,0.14,0.14,0,13.48,1.79,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-16,moderna,partially_vaccinated,0,120,98713,0,NA,0.43,0.44,0,13.32,5.36,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-17,moderna,partially_vaccinated,1,121,98107,1.02,NA,0.43,0.44,12.5,13.31,5.36,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-18,moderna,partially_vaccinated,0,121,97101,0,NA,0.43,0.44,0,13.1,5.36,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-19,moderna,partially_vaccinated,2,123,95470,2.09,NA,0.43,0.45,25,13.2,5.36,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-20,moderna,partially_vaccinated,0,123,94834,0,NA,0.57,0.6,0,13.04,6.55,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-21,moderna,partially_vaccinated,0,123,94763,0,NA,0.43,0.45,0,12.92,4.76,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-22,moderna,partially_vaccinated,0,123,94032,0,NA,0.43,0.46,0,12.75,4.76,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-23,moderna,partially_vaccinated,1,124,93450,1.07,NA,0.14,0.15,8.33,12.69,1.19,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-24,moderna,partially_vaccinated,0,124,92630,0,NA,0.14,0.15,0,12.49,1.19,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-25,moderna,partially_vaccinated,0,124,92174,0,NA,0.14,0.15,0,12.38,1.19,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-26,moderna,partially_vaccinated,0,124,90846,0,NA,0.14,0.15,0,12.17,1.19,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-27,moderna,partially_vaccinated,0,124,90291,0,NA,0,0,0,12.07,0,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-28,moderna,partially_vaccinated,0,124,90308,0,NA,0.14,0.16,0,11.98,1.1,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-29,moderna,partially_vaccinated,0,124,90012,0,NA,0.14,0.16,0,11.83,1.1,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-11-30,moderna,partially_vaccinated,0,124,89353,0,NA,0.14,0.16,0,11.72,1.1,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-12-01,moderna,partially_vaccinated,1,125,88510,1.13,NA,0.14,0.16,7.69,11.67,1.1,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-12-02,moderna,partially_vaccinated,0,125,88088,0,NA,0.14,0.16,0,11.62,1.1,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-12-03,moderna,partially_vaccinated,0,125,86972,0,NA,NA,NA,0,11.56,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-12-04,moderna,partially_vaccinated,0,125,86785,0,NA,NA,NA,0,11.53,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-12-05,moderna,partially_vaccinated,0,125,86851,0,NA,NA,NA,0,11.52,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-06_07-48-24
2021-01-27,pfizer_biontech,fully_vaccinated,0,0,9740,0,NA,NA,NA,NA,NA,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-01-28,pfizer_biontech,fully_vaccinated,0,0,12406,0,NA,NA,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-01-29,pfizer_biontech,fully_vaccinated,0,0,15039,0,NA,NA,NA,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-01-30,pfizer_biontech,fully_vaccinated,0,0,NA,NA,NA,0,NA,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-01-31,pfizer_biontech,fully_vaccinated,0,0,NA,NA,NA,0,NA,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-01,pfizer_biontech,fully_vaccinated,0,0,19225,0,NA,0,0,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-02,pfizer_biontech,fully_vaccinated,0,0,24911,0,NA,0,0,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-03,pfizer_biontech,fully_vaccinated,0,0,30171,0,NA,0,0,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-04,pfizer_biontech,fully_vaccinated,0,0,37138,0,NA,0,0,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-05,pfizer_biontech,fully_vaccinated,0,0,44162,0,NA,0,0,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-06,pfizer_biontech,fully_vaccinated,0,0,45691,0,NA,0,0,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-07,pfizer_biontech,fully_vaccinated,0,0,45963,0,NA,0,0,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-08,pfizer_biontech,fully_vaccinated,0,0,54533,0,NA,0.14,0.26,NA,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-09,pfizer_biontech,fully_vaccinated,0,0,65646,0,NA,0.14,0.21,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-10,pfizer_biontech,fully_vaccinated,0,0,75695,0,NA,0.14,0.18,0,0,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-11,pfizer_biontech,fully_vaccinated,1,1,86772,1.15,NA,0.29,0.33,100,8.33,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-12,pfizer_biontech,fully_vaccinated,0,1,96132,0,NA,0.29,0.3,NA,8.33,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-13,pfizer_biontech,fully_vaccinated,0,1,97569,0,NA,0.29,0.3,0,7.14,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-14,pfizer_biontech,fully_vaccinated,1,2,97993,1.02,NA,0.29,0.3,50,12.5,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-15,pfizer_biontech,fully_vaccinated,0,2,105616,0,NA,0.29,0.27,0,11.11,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-16,pfizer_biontech,fully_vaccinated,0,2,113888,0,NA,0.29,0.25,0,9.52,14.29,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-17,pfizer_biontech,fully_vaccinated,0,2,121829,0,NA,0.29,0.24,0,9.09,14.29,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-18,pfizer_biontech,fully_vaccinated,1,3,131370,0.76,NA,0.14,0.11,50,12.5,7.14,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-19,pfizer_biontech,fully_vaccinated,0,3,139141,0,NA,0.29,0.21,0,10.71,14.29,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-20,pfizer_biontech,fully_vaccinated,0,3,140203,0,NA,0.71,0.51,0,10.34,21.43,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-21,pfizer_biontech,fully_vaccinated,0,3,140580,0,NA,0.71,0.51,0,10,21.43,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-22,pfizer_biontech,fully_vaccinated,1,4,145745,0.69,NA,0.71,0.49,50,12.5,28.57,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-23,pfizer_biontech,fully_vaccinated,3,7,150929,1.99,NA,0.71,0.47,50,18.42,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-24,pfizer_biontech,fully_vaccinated,0,7,156348,0,NA,0.71,0.45,0,17.95,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-25,pfizer_biontech,fully_vaccinated,1,8,161783,0.62,NA,0.71,0.44,100,20,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-26,pfizer_biontech,fully_vaccinated,0,8,165391,0,NA,0.57,0.34,NA,20,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-27,pfizer_biontech,fully_vaccinated,0,8,165962,0,NA,0.14,0.08,NA,20,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
2021-02-28,pfizer_biontech,fully_vaccinated,0,8,166304,0,NA,0.14,0.08,0,19.51,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-06_07-48-24
