date,geoRegion,vaccine,entries,type_variant,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-06-01,CHFL,moderna,74074,vaccine,8709355,2902613,0.85,0.72,33.33,62591.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-02,CHFL,moderna,82709,vaccine,8709355,2985322,0.95,0.75,34.28,65048.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-03,CHFL,moderna,80043,vaccine,8709355,3065365,0.92,0.75,35.2,65701.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-04,CHFL,moderna,86868,vaccine,8709355,3152233,1,0.79,36.19,68431.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-05,CHFL,moderna,55796,vaccine,8709355,3208029,0.64,0.81,36.83,70489.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-06,CHFL,moderna,20166,vaccine,8709355,3228195,0.23,0.82,37.07,71473.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-07,CHFL,moderna,79363,vaccine,8709355,3307558,0.91,0.83,37.98,72144.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-08,CHFL,moderna,88483,vaccine,8709355,3396041,1.02,0.82,38.99,71676.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-09,CHFL,moderna,89593,vaccine,8709355,3485634,1.03,0.82,40.02,71376.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-10,CHFL,moderna,84745,vaccine,8709355,3570379,0.97,0.82,40.99,71255.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-11,CHFL,moderna,83592,vaccine,8709355,3653971,0.96,0.82,41.95,70938.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-12,CHFL,moderna,53695,vaccine,8709355,3707666,0.62,0.81,42.57,70360.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-13,CHFL,moderna,19319,vaccine,8709355,3726985,0.22,0.8,42.79,69836,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-14,CHFL,moderna,77143,vaccine,8709355,3804128,0.89,0.81,43.68,70446.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-15,CHFL,moderna,84438,vaccine,8709355,3888566,0.97,0.81,44.65,70452.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-16,CHFL,moderna,85920,vaccine,8709355,3974486,0.99,0.8,45.63,69602.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-17,CHFL,moderna,89020,vaccine,8709355,4063506,1.02,0.79,46.66,69127.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-18,CHFL,moderna,83635,vaccine,8709355,4147141,0.96,0.78,47.62,68294.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-19,CHFL,moderna,47743,vaccine,8709355,4194884,0.55,0.77,48.17,67259.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-20,CHFL,moderna,15995,vaccine,8709355,4210879,0.18,0.76,48.35,65809.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-21,CHFL,moderna,71311,vaccine,8709355,4282190,0.82,0.73,49.17,63644.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-22,CHFL,moderna,77194,vaccine,8709355,4359384,0.89,0.71,50.05,61845.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-23,CHFL,moderna,75769,vaccine,8709355,4435153,0.87,0.7,50.92,60904,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-24,CHFL,moderna,73863,vaccine,8709355,4509016,0.85,0.7,51.77,60583.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-25,CHFL,moderna,71043,vaccine,8709355,4580059,0.82,0.68,52.59,59370.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-26,CHFL,moderna,41153,vaccine,8709355,4621212,0.47,0.66,53.06,57709.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-27,CHFL,moderna,13753,vaccine,8709355,4634965,0.16,0.65,53.22,56847.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-28,CHFL,moderna,62821,vaccine,8709355,4697786,0.72,0.63,53.94,55089,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-29,CHFL,moderna,65562,vaccine,8709355,4763348,0.75,0.62,54.69,54113.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-30,CHFL,moderna,69738,vaccine,8709355,4833086,0.8,0.62,55.49,53921.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-01,CHFL,moderna,61553,vaccine,8709355,4894639,0.71,0.62,56.2,53647.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-02,CHFL,moderna,64216,vaccine,8709355,4958855,0.74,0.61,56.94,53168.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-03,CHFL,moderna,39806,vaccine,8709355,4998661,0.46,0.61,57.39,52700.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-04,CHFL,moderna,11838,vaccine,8709355,5010499,0.14,0.59,57.53,51189.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-05,CHFL,moderna,59467,vaccine,8709355,5069966,0.68,0.59,58.21,51016.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-06,CHFL,moderna,62288,vaccine,8709355,5132254,0.72,0.58,58.93,49993.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-07,CHFL,moderna,59156,vaccine,8709355,5191410,0.68,0.56,59.61,48996.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-08,CHFL,moderna,60343,vaccine,8709355,5251753,0.69,0.56,60.3,48650.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-09,CHFL,moderna,57059,vaccine,8709355,5308812,0.66,0.55,60.96,48098.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-10,CHFL,moderna,32822,vaccine,8709355,5341634,0.38,0.54,61.33,47269,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-11,CHFL,moderna,9418,vaccine,8709355,5351052,0.11,0.53,61.44,45967.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-12,CHFL,moderna,55602,vaccine,8709355,5406654,0.64,0.51,62.08,44685.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-13,CHFL,moderna,56483,vaccine,8709355,5463137,0.65,0.5,62.73,43680.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-14,CHFL,moderna,50045,vaccine,8709355,5513182,0.57,0.49,63.3,42676.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-15,CHFL,moderna,51368,vaccine,8709355,5564550,0.59,0.48,63.89,42254.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-16,CHFL,moderna,50025,vaccine,8709355,5614575,0.57,0.47,64.47,41445.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-17,CHFL,moderna,25797,vaccine,8709355,5640372,0.3,0.46,64.76,39820.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-18,CHFL,moderna,6464,vaccine,8709355,5646836,0.07,0.44,64.84,38432.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-19,CHFL,moderna,49937,vaccine,8709355,5696773,0.57,0.41,65.41,36230.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-20,CHFL,moderna,45108,vaccine,8709355,5741881,0.52,0.4,65.93,34592.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-21,CHFL,moderna,40331,vaccine,8709355,5782212,0.46,0.39,66.39,33763.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-22,CHFL,moderna,35949,vaccine,8709355,5818161,0.41,0.38,66.8,33416.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-23,CHFL,moderna,38559,vaccine,8709355,5856720,0.44,0.36,67.25,31085.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-24,CHFL,moderna,19999,vaccine,8709355,5876719,0.23,0.33,67.48,28623.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-25,CHFL,moderna,4032,vaccine,8709355,5880751,0.05,0.3,67.52,26188.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-26,CHFL,moderna,33623,vaccine,8709355,5914374,0.39,0.28,67.91,24384.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-27,CHFL,moderna,27870,vaccine,8709355,5942244,0.32,0.26,68.23,22246.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-28,CHFL,moderna,23289,vaccine,8709355,5965533,0.27,0.24,68.5,20507.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-29,CHFL,moderna,23317,vaccine,8709355,5988850,0.27,0.23,68.76,19997.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-30,CHFL,moderna,23595,vaccine,8709355,6012445,0.27,0.2,69.03,17212.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-31,CHFL,moderna,7826,vaccine,8709355,6020271,0.09,0.19,69.12,16123.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-01,CHFL,moderna,461,vaccine,8709355,6020732,0.01,0.17,69.13,15098.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-02,CHFL,moderna,14132,vaccine,8709355,6034864,0.16,0.17,69.29,14329.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-03,CHFL,moderna,20243,vaccine,8709355,6055107,0.23,0.16,69.52,13873.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-04,CHFL,moderna,16118,vaccine,8709355,6071225,0.19,0.16,69.71,13544.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-05,CHFL,moderna,17930,vaccine,8709355,6089155,0.21,0.15,69.92,13526.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-06,CHFL,moderna,20405,vaccine,8709355,6109560,0.23,0.16,70.15,13681.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-07,CHFL,moderna,5523,vaccine,8709355,6115083,0.06,0.15,70.21,13025.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-08,CHFL,moderna,337,vaccine,8709355,6115420,0,0.15,70.22,12826.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-09,CHFL,moderna,15216,vaccine,8709355,6130636,0.17,0.15,70.39,12864,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-10,CHFL,moderna,15649,vaccine,8709355,6146285,0.18,0.15,70.57,12792,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-11,CHFL,moderna,14723,vaccine,8709355,6161008,0.17,0.15,70.74,12918.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-12,CHFL,moderna,18195,vaccine,8709355,6179203,0.21,0.15,70.95,12911.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-13,CHFL,moderna,19901,vaccine,8709355,6199104,0.23,0.15,71.18,12777.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-14,CHFL,moderna,6411,vaccine,8709355,6205515,0.07,0.15,71.25,12739.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-15,CHFL,moderna,288,vaccine,8709355,6205803,0,0.15,71.25,12976.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-16,CHFL,moderna,14274,vaccine,8709355,6220077,0.16,0.15,71.42,12920.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-17,CHFL,moderna,15386,vaccine,8709355,6235463,0.18,0.15,71.6,13284.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-18,CHFL,moderna,16378,vaccine,8709355,6251841,0.19,0.15,71.78,13355,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-19,CHFL,moderna,17804,vaccine,8709355,6269645,0.2,0.15,71.99,13371.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-20,CHFL,moderna,22453,vaccine,8709355,6292098,0.26,0.15,72.25,13386.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-21,CHFL,moderna,6902,vaccine,8709355,6299000,0.08,0.15,72.32,13431.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-22,CHFL,moderna,403,vaccine,8709355,6299403,0,0.15,72.33,13375.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-23,CHFL,moderna,14378,vaccine,8709355,6313781,0.17,0.16,72.49,13747.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-24,CHFL,moderna,15705,vaccine,8709355,6329486,0.18,0.16,72.67,14159.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-25,CHFL,moderna,15981,vaccine,8709355,6345467,0.18,0.17,72.86,14573.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-26,CHFL,moderna,20410,vaccine,8709355,6365877,0.23,0.17,73.09,14750,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-27,CHFL,moderna,25339,vaccine,8709355,6391216,0.29,0.17,73.38,14598.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-28,CHFL,moderna,9798,vaccine,8709355,6401014,0.11,0.17,73.5,14635.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-29,CHFL,moderna,1639,vaccine,8709355,6402653,0.02,0.16,73.51,14367.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-30,CHFL,moderna,13316,vaccine,8709355,6415969,0.15,0.16,73.67,14121.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-31,CHFL,moderna,15965,vaccine,8709355,6431934,0.18,0.15,73.85,13634.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-01,CHFL,moderna,14103,vaccine,8709355,6446037,0.16,0.15,74.01,13509.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-02,CHFL,moderna,18688,vaccine,8709355,6464725,0.21,0.15,74.23,13442.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-03,CHFL,moderna,21935,vaccine,8709355,6486660,0.25,0.15,74.48,13671.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-04,CHFL,moderna,8921,vaccine,8709355,6495581,0.1,0.16,74.58,13821.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-05,CHFL,moderna,1170,vaccine,8709355,6496751,0.01,0.16,74.6,14319.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-06,CHFL,moderna,14918,vaccine,8709355,6511669,0.17,0.17,74.77,15057.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-07,CHFL,moderna,17016,vaccine,8709355,6528685,0.2,0.18,74.96,16165.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-08,CHFL,moderna,17591,vaccine,8709355,6546276,0.2,0.2,75.16,17293.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-09,CHFL,moderna,23854,vaccine,8709355,6570130,0.27,0.2,75.44,17320.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-10,CHFL,moderna,29691,vaccine,8709355,6599821,0.34,0.21,75.78,18138,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-11,CHFL,moderna,16816,vaccine,8709355,6616637,0.19,0.22,75.97,19092.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-12,CHFL,moderna,1358,vaccine,8709355,6617995,0.02,0.23,75.99,19927.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-13,CHFL,moderna,20640,vaccine,8709355,6638635,0.24,0.23,76.22,20015,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-14,CHFL,moderna,23696,vaccine,8709355,6662331,0.27,0.23,76.5,19804.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-15,CHFL,moderna,23435,vaccine,8709355,6685766,0.27,0.22,76.77,19209.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-16,CHFL,moderna,24469,vaccine,8709355,6710235,0.28,0.22,77.05,19111.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-17,CHFL,moderna,28218,vaccine,8709355,6738453,0.32,0.21,77.37,18631.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-18,CHFL,moderna,12649,vaccine,8709355,6751102,0.15,0.21,77.52,18096.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-19,CHFL,moderna,674,vaccine,8709355,6751776,0.01,0.2,77.52,17333.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-20,CHFL,moderna,17277,vaccine,8709355,6769053,0.2,0.2,77.72,16969.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-21,CHFL,moderna,19951,vaccine,8709355,6789004,0.23,0.19,77.95,16447.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-22,CHFL,moderna,18097,vaccine,8709355,6807101,0.21,0.19,78.16,16471.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-23,CHFL,moderna,21918,vaccine,8709355,6829019,0.25,0.19,78.41,16564.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-24,CHFL,moderna,24568,vaccine,8709355,6853587,0.28,0.19,78.69,16371.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-25,CHFL,moderna,12818,vaccine,8709355,6866405,0.15,0.18,78.84,15861.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-26,CHFL,moderna,1325,vaccine,8709355,6867730,0.02,0.18,78.85,15518.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-27,CHFL,moderna,15923,vaccine,8709355,6883653,0.18,0.17,79.04,15039.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-28,CHFL,moderna,16381,vaccine,8709355,6900034,0.19,0.17,79.23,14477.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-29,CHFL,moderna,15694,vaccine,8709355,6915728,0.18,0.16,79.41,13860.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-30,CHFL,moderna,18568,vaccine,8709355,6934296,0.21,0.16,79.62,13853.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-01,CHFL,moderna,20631,vaccine,8709355,6954927,0.24,0.16,79.86,13650.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-02,CHFL,moderna,8503,vaccine,8709355,6963430,0.1,0.16,79.95,13511.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-03,CHFL,moderna,1273,vaccine,8709355,6964703,0.01,0.16,79.97,13510,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-04,CHFL,moderna,14502,vaccine,8709355,6979205,0.17,0.15,80.13,13396.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-05,CHFL,moderna,15408,vaccine,8709355,6994613,0.18,0.15,80.31,13478.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-06,CHFL,moderna,15685,vaccine,8709355,7010298,0.18,0.16,80.49,13839.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-07,CHFL,moderna,17773,vaccine,8709355,7028071,0.2,0.16,80.7,13875,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-08,CHFL,moderna,21204,vaccine,8709355,7049275,0.24,0.16,80.94,13955.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-09,CHFL,moderna,11034,vaccine,8709355,7060309,0.13,0.16,81.07,14146.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-10,CHFL,moderna,1519,vaccine,8709355,7061828,0.02,0.17,81.08,14491.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-11,CHFL,moderna,15068,vaccine,8709355,7076896,0.17,0.17,81.26,14588.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-12,CHFL,moderna,16740,vaccine,8709355,7093636,0.19,0.17,81.45,14715.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-13,CHFL,moderna,18102,vaccine,8709355,7111738,0.21,0.16,81.66,14414.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-14,CHFL,moderna,18451,vaccine,8709355,7130189,0.21,0.16,81.87,14295.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-15,CHFL,moderna,22095,vaccine,8709355,7152284,0.25,0.16,82.12,14158.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-16,CHFL,moderna,8924,vaccine,8709355,7161208,0.1,0.16,82.22,13931.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-17,CHFL,moderna,688,vaccine,8709355,7161896,0.01,0.15,82.23,13350.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-18,CHFL,moderna,14109,vaccine,8709355,7176005,0.16,0.14,82.39,12723.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-19,CHFL,moderna,15151,vaccine,8709355,7191156,0.17,0.13,82.57,11855.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-20,CHFL,moderna,14035,vaccine,8709355,7205191,0.16,0.13,82.73,11762.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-21,CHFL,moderna,14062,vaccine,8709355,7219253,0.16,0.13,82.89,11774.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-22,CHFL,moderna,16021,vaccine,8709355,7235274,0.18,0.13,83.07,11218.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-23,CHFL,moderna,8270,vaccine,8709355,7243544,0.09,0.12,83.17,10555,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-24,CHFL,moderna,775,vaccine,8709355,7244319,0.01,0.11,83.18,9998.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-25,CHFL,moderna,10215,vaccine,8709355,7254534,0.12,0.11,83.3,9393.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-26,CHFL,moderna,10507,vaccine,8709355,7265041,0.12,0.1,83.42,8872.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-27,CHFL,moderna,10139,vaccine,8709355,7275180,0.12,0.1,83.53,8320.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-28,CHFL,moderna,9830,vaccine,8709355,7285010,0.11,0.09,83.65,8255.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-29,CHFL,moderna,12370,vaccine,8709355,7297380,0.14,0.08,83.79,7465,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-30,CHFL,moderna,4405,vaccine,8709355,7301785,0.05,0.08,83.84,7172.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-10-31,CHFL,moderna,325,vaccine,8709355,7302110,0,0.08,83.84,6868.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-11-01,CHFL,moderna,4679,vaccine,8709355,7306789,0.05,0.07,83.9,6549.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-11-02,CHFL,moderna,8460,vaccine,8709355,7315249,0.1,0.07,83.99,6141.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-11-03,CHFL,moderna,8009,vaccine,8709355,7323258,0.09,0.07,84.08,6196.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-11-04,CHFL,moderna,7601,vaccine,8709355,7330859,0.09,0.07,84.17,6182.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-11-05,CHFL,moderna,9513,vaccine,8709355,7340372,0.11,0.08,84.28,6750.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-11-06,CHFL,moderna,4787,vaccine,8709355,7345159,0.05,0.08,84.34,6891.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-11-07,CHFL,moderna,230,vaccine,8709355,7345389,0,0.08,84.34,7250.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-11-08,CHFL,moderna,8656,vaccine,8709355,7354045,0.1,0.09,84.44,7859.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-11-09,CHFL,moderna,9445,vaccine,8709355,7363490,0.11,0.1,84.55,8696.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-11-10,CHFL,moderna,10522,vaccine,8709355,7374012,0.12,0.1,84.67,9027,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-11-11,CHFL,moderna,11865,vaccine,8709355,7385877,0.14,0.11,84.8,9148.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-11-12,CHFL,moderna,15371,vaccine,8709355,7401248,0.18,0.12,84.98,10463.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-11-13,CHFL,moderna,7100,vaccine,8709355,7408348,0.08,0.14,85.06,11778.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-11-14,CHFL,moderna,1078,vaccine,8709355,7409426,0.01,0.15,85.07,13434.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-11-15,CHFL,moderna,17863,vaccine,8709355,7427289,0.21,0.18,85.28,15526.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-11-16,CHFL,moderna,18649,vaccine,8709355,7445938,0.21,0.19,85.49,17033.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-11-17,CHFL,moderna,22116,vaccine,8709355,7468054,0.25,0.2,85.75,17658.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-11-18,CHFL,moderna,26510,vaccine,8709355,7494564,0.3,0.2,86.05,17681.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-11-19,CHFL,moderna,25916,vaccine,8709355,7520480,0.3,0.21,86.35,18304.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
