date,geoRegion,altersklasse_covid19,entries,type_variant,age_group_type,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202131,FR,30 - 39,797,altersklasse_covid19,age_group_AKL10,45620,38008,1.75,83.31,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.177,17.7
202132,FR,30 - 39,752,altersklasse_covid19,age_group_AKL10,45620,38760,1.65,84.96,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.165,16.5
202133,FR,30 - 39,1073,altersklasse_covid19,age_group_AKL10,45620,39833,2.35,87.31,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.185,18.5
202134,FR,30 - 39,1404,altersklasse_covid19,age_group_AKL10,45620,41237,3.08,90.39,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.198,19.8
202135,FR,30 - 39,1315,altersklasse_covid19,age_group_AKL10,45620,42552,2.88,93.27,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.197,19.7
202136,FR,30 - 39,1528,altersklasse_covid19,age_group_AKL10,45620,44080,3.35,96.62,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.191,19.1
202137,FR,30 - 39,1811,altersklasse_covid19,age_group_AKL10,45620,45891,3.97,100.59,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.202,20.200000000000003
202138,FR,30 - 39,1576,altersklasse_covid19,age_group_AKL10,45620,47467,3.45,104.05,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.208,20.8
202139,FR,30 - 39,1215,altersklasse_covid19,age_group_AKL10,45620,48682,2.66,106.71,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.194,19.400000000000002
202140,FR,30 - 39,1323,altersklasse_covid19,age_group_AKL10,45620,50005,2.9,109.61,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.201,20.1
202141,FR,30 - 39,1418,altersklasse_covid19,age_group_AKL10,45620,51423,3.11,112.72,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.218,21.8
202142,FR,30 - 39,890,altersklasse_covid19,age_group_AKL10,45620,52313,1.95,114.67,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.219,21.9
202143,FR,30 - 39,596,altersklasse_covid19,age_group_AKL10,45620,52909,1.31,115.98,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.221,22.1
202144,FR,30 - 39,480,altersklasse_covid19,age_group_AKL10,45620,53389,1.05,117.03,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.226,22.6
202145,FR,30 - 39,560,altersklasse_covid19,age_group_AKL10,45620,53949,1.23,118.26,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.218,21.8
202146,FR,30 - 39,348,altersklasse_covid19,age_group_AKL10,45620,54297,0.76,119.02,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.046,4.6
202147,FR,30 - 39,364,altersklasse_covid19,age_group_AKL10,45620,54661,0.8,119.82,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.037,3.6999999999999997
202148,FR,30 - 39,439,altersklasse_covid19,age_group_AKL10,45620,55100,0.96,120.78,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.054,5.4
202149,FR,30 - 39,744,altersklasse_covid19,age_group_AKL10,45620,55844,1.63,122.41,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.079,7.9
202052,FR,40 - 49,0,altersklasse_covid19,age_group_AKL10,45311,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,NA,NA
202053,FR,40 - 49,57,altersklasse_covid19,age_group_AKL10,45311,57,0.13,0.13,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.079,7.9
202101,FR,40 - 49,51,altersklasse_covid19,age_group_AKL10,45311,108,0.11,0.24,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.096,9.6
202102,FR,40 - 49,121,altersklasse_covid19,age_group_AKL10,45311,229,0.27,0.51,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.093,9.3
202103,FR,40 - 49,318,altersklasse_covid19,age_group_AKL10,45311,547,0.7,1.21,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.095,9.5
202104,FR,40 - 49,182,altersklasse_covid19,age_group_AKL10,45311,729,0.4,1.61,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.048,4.8
202105,FR,40 - 49,271,altersklasse_covid19,age_group_AKL10,45311,1000,0.6,2.21,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.059,5.8999999999999995
202106,FR,40 - 49,366,altersklasse_covid19,age_group_AKL10,45311,1366,0.81,3.01,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.071,7.1
202107,FR,40 - 49,275,altersklasse_covid19,age_group_AKL10,45311,1641,0.61,3.62,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.046,4.6
202108,FR,40 - 49,210,altersklasse_covid19,age_group_AKL10,45311,1851,0.46,4.09,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.036,3.5999999999999996
202109,FR,40 - 49,302,altersklasse_covid19,age_group_AKL10,45311,2153,0.67,4.75,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.042,4.2
202110,FR,40 - 49,229,altersklasse_covid19,age_group_AKL10,45311,2382,0.51,5.26,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.066,6.6000000000000005
202111,FR,40 - 49,138,altersklasse_covid19,age_group_AKL10,45311,2520,0.3,5.56,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.05,5
202112,FR,40 - 49,301,altersklasse_covid19,age_group_AKL10,45311,2821,0.66,6.23,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.045,4.5
202113,FR,40 - 49,442,altersklasse_covid19,age_group_AKL10,45311,3263,0.98,7.2,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.057,5.7
202114,FR,40 - 49,415,altersklasse_covid19,age_group_AKL10,45311,3678,0.92,8.12,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.05,5
202115,FR,40 - 49,376,altersklasse_covid19,age_group_AKL10,45311,4054,0.83,8.95,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.044,4.3999999999999995
202116,FR,40 - 49,688,altersklasse_covid19,age_group_AKL10,45311,4742,1.52,10.47,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.099,9.9
202117,FR,40 - 49,1247,altersklasse_covid19,age_group_AKL10,45311,5989,2.75,13.22,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.152,15.2
202118,FR,40 - 49,1089,altersklasse_covid19,age_group_AKL10,45311,7078,2.4,15.62,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.073,7.3
202119,FR,40 - 49,1079,altersklasse_covid19,age_group_AKL10,45311,8157,2.38,18,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.069,6.9
202120,FR,40 - 49,2443,altersklasse_covid19,age_group_AKL10,45311,10600,5.39,23.39,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.153,15.299999999999999
202121,FR,40 - 49,4131,altersklasse_covid19,age_group_AKL10,45311,14731,9.12,32.51,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.264,26.400000000000002
202122,FR,40 - 49,4434,altersklasse_covid19,age_group_AKL10,45311,19165,9.79,42.3,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.259,25.900000000000002
202123,FR,40 - 49,4183,altersklasse_covid19,age_group_AKL10,45311,23348,9.23,51.53,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.181,18.099999999999998
202124,FR,40 - 49,4203,altersklasse_covid19,age_group_AKL10,45311,27551,9.28,60.8,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.168,16.8
202125,FR,40 - 49,3197,altersklasse_covid19,age_group_AKL10,45311,30748,7.06,67.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.204,20.4
202126,FR,40 - 49,3309,altersklasse_covid19,age_group_AKL10,45311,34057,7.3,75.16,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.294,29.4
202127,FR,40 - 49,3967,altersklasse_covid19,age_group_AKL10,45311,38024,8.76,83.92,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.276,27.6
202128,FR,40 - 49,3637,altersklasse_covid19,age_group_AKL10,45311,41661,8.03,91.94,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.233,23.3
202129,FR,40 - 49,2971,altersklasse_covid19,age_group_AKL10,45311,44632,6.56,98.5,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.208,20.8
202130,FR,40 - 49,1338,altersklasse_covid19,age_group_AKL10,45311,45970,2.95,101.45,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.174,17.4
202131,FR,40 - 49,745,altersklasse_covid19,age_group_AKL10,45311,46715,1.64,103.1,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.165,16.5
202132,FR,40 - 49,706,altersklasse_covid19,age_group_AKL10,45311,47421,1.56,104.66,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.155,15.5
202133,FR,40 - 49,952,altersklasse_covid19,age_group_AKL10,45311,48373,2.1,106.76,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.164,16.400000000000002
202134,FR,40 - 49,1318,altersklasse_covid19,age_group_AKL10,45311,49691,2.91,109.67,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.186,18.6
202135,FR,40 - 49,1066,altersklasse_covid19,age_group_AKL10,45311,50757,2.35,112.02,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.16,16
202136,FR,40 - 49,1317,altersklasse_covid19,age_group_AKL10,45311,52074,2.91,114.93,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.164,16.400000000000002
202137,FR,40 - 49,1359,altersklasse_covid19,age_group_AKL10,45311,53433,3,117.93,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.152,15.2
202138,FR,40 - 49,1267,altersklasse_covid19,age_group_AKL10,45311,54700,2.8,120.72,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.167,16.7
202139,FR,40 - 49,936,altersklasse_covid19,age_group_AKL10,45311,55636,2.07,122.79,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.149,14.899999999999999
202140,FR,40 - 49,1039,altersklasse_covid19,age_group_AKL10,45311,56675,2.29,125.08,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.158,15.8
202141,FR,40 - 49,986,altersklasse_covid19,age_group_AKL10,45311,57661,2.18,127.26,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.152,15.2
202142,FR,40 - 49,577,altersklasse_covid19,age_group_AKL10,45311,58238,1.27,128.53,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.142,14.2
202143,FR,40 - 49,400,altersklasse_covid19,age_group_AKL10,45311,58638,0.88,129.41,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.148,14.799999999999999
202144,FR,40 - 49,306,altersklasse_covid19,age_group_AKL10,45311,58944,0.68,130.09,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.144,14.399999999999999
202145,FR,40 - 49,350,altersklasse_covid19,age_group_AKL10,45311,59294,0.77,130.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.136,13.600000000000001
202146,FR,40 - 49,237,altersklasse_covid19,age_group_AKL10,45311,59531,0.52,131.38,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.032,3.2
202147,FR,40 - 49,253,altersklasse_covid19,age_group_AKL10,45311,59784,0.56,131.94,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.025,2.5
202148,FR,40 - 49,413,altersklasse_covid19,age_group_AKL10,45311,60197,0.91,132.85,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.05,5
202149,FR,40 - 49,863,altersklasse_covid19,age_group_AKL10,45311,61060,1.9,134.76,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.092,9.2
202052,FR,50 - 59,0,altersklasse_covid19,age_group_AKL10,48614,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,NA,NA
202053,FR,50 - 59,81,altersklasse_covid19,age_group_AKL10,48614,81,0.17,0.17,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.112,11.200000000000001
202101,FR,50 - 59,67,altersklasse_covid19,age_group_AKL10,48614,148,0.14,0.3,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.126,12.6
202102,FR,50 - 59,183,altersklasse_covid19,age_group_AKL10,48614,331,0.38,0.68,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.14,14.000000000000002
202103,FR,50 - 59,339,altersklasse_covid19,age_group_AKL10,48614,670,0.7,1.38,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.101,10.100000000000001
202104,FR,50 - 59,327,altersklasse_covid19,age_group_AKL10,48614,997,0.67,2.05,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.086,8.6
202105,FR,50 - 59,455,altersklasse_covid19,age_group_AKL10,48614,1452,0.94,2.99,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.099,9.9
202106,FR,50 - 59,613,altersklasse_covid19,age_group_AKL10,48614,2065,1.26,4.25,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.119,11.899999999999999
202107,FR,50 - 59,518,altersklasse_covid19,age_group_AKL10,48614,2583,1.07,5.31,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.086,8.6
202108,FR,50 - 59,440,altersklasse_covid19,age_group_AKL10,48614,3023,0.91,6.22,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.074,7.3999999999999995
202109,FR,50 - 59,697,altersklasse_covid19,age_group_AKL10,48614,3720,1.43,7.65,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.098,9.8
202110,FR,50 - 59,426,altersklasse_covid19,age_group_AKL10,48614,4146,0.88,8.53,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.122,12.2
202111,FR,50 - 59,318,altersklasse_covid19,age_group_AKL10,48614,4464,0.65,9.18,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.116,11.600000000000001
202112,FR,50 - 59,674,altersklasse_covid19,age_group_AKL10,48614,5138,1.39,10.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.101,10.100000000000001
202113,FR,50 - 59,944,altersklasse_covid19,age_group_AKL10,48614,6082,1.94,12.51,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.121,12.1
202114,FR,50 - 59,991,altersklasse_covid19,age_group_AKL10,48614,7073,2.04,14.55,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.12,12
202115,FR,50 - 59,708,altersklasse_covid19,age_group_AKL10,48614,7781,1.46,16.01,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.083,8.3
202116,FR,50 - 59,1161,altersklasse_covid19,age_group_AKL10,48614,8942,2.39,18.39,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.167,16.7
202117,FR,50 - 59,2036,altersklasse_covid19,age_group_AKL10,48614,10978,4.19,22.58,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.248,24.8
202118,FR,50 - 59,5384,altersklasse_covid19,age_group_AKL10,48614,16362,11.07,33.66,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.361,36.1
202119,FR,50 - 59,5808,altersklasse_covid19,age_group_AKL10,48614,22170,11.95,45.6,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.372,37.2
202120,FR,50 - 59,4305,altersklasse_covid19,age_group_AKL10,48614,26475,8.86,54.46,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.269,26.900000000000002
202121,FR,50 - 59,1961,altersklasse_covid19,age_group_AKL10,48614,28436,4.03,58.49,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.125,12.5
202122,FR,50 - 59,2484,altersklasse_covid19,age_group_AKL10,48614,30920,5.11,63.6,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.145,14.499999999999998
202123,FR,50 - 59,6450,altersklasse_covid19,age_group_AKL10,48614,37370,13.27,76.87,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.28,28.000000000000004
202124,FR,50 - 59,7486,altersklasse_covid19,age_group_AKL10,48614,44856,15.4,92.27,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.299,29.9
202125,FR,50 - 59,4387,altersklasse_covid19,age_group_AKL10,48614,49243,9.02,101.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.28,28.000000000000004
202126,FR,50 - 59,986,altersklasse_covid19,age_group_AKL10,48614,50229,2.03,103.32,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.088,8.799999999999999
202127,FR,50 - 59,1656,altersklasse_covid19,age_group_AKL10,48614,51885,3.41,106.73,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.115,11.5
202128,FR,50 - 59,2447,altersklasse_covid19,age_group_AKL10,48614,54332,5.03,111.76,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.157,15.7
202129,FR,50 - 59,2388,altersklasse_covid19,age_group_AKL10,48614,56720,4.91,116.67,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.167,16.7
202130,FR,50 - 59,1239,altersklasse_covid19,age_group_AKL10,48614,57959,2.55,119.22,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.161,16.1
202131,FR,50 - 59,641,altersklasse_covid19,age_group_AKL10,48614,58600,1.32,120.54,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.142,14.2
202132,FR,50 - 59,691,altersklasse_covid19,age_group_AKL10,48614,59291,1.42,121.96,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.152,15.2
202133,FR,50 - 59,905,altersklasse_covid19,age_group_AKL10,48614,60196,1.86,123.82,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.156,15.6
202134,FR,50 - 59,1118,altersklasse_covid19,age_group_AKL10,48614,61314,2.3,126.12,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.158,15.8
202135,FR,50 - 59,1015,altersklasse_covid19,age_group_AKL10,48614,62329,2.09,128.21,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.152,15.2
202136,FR,50 - 59,1058,altersklasse_covid19,age_group_AKL10,48614,63387,2.18,130.39,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.132,13.200000000000001
202137,FR,50 - 59,1118,altersklasse_covid19,age_group_AKL10,48614,64505,2.3,132.69,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.125,12.5
202138,FR,50 - 59,967,altersklasse_covid19,age_group_AKL10,48614,65472,1.99,134.68,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.128,12.8
202139,FR,50 - 59,903,altersklasse_covid19,age_group_AKL10,48614,66375,1.86,136.53,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.144,14.399999999999999
202140,FR,50 - 59,830,altersklasse_covid19,age_group_AKL10,48614,67205,1.71,138.24,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.126,12.6
202141,FR,50 - 59,750,altersklasse_covid19,age_group_AKL10,48614,67955,1.54,139.78,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.116,11.600000000000001
202142,FR,50 - 59,464,altersklasse_covid19,age_group_AKL10,48614,68419,0.95,140.74,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.114,11.4
202143,FR,50 - 59,307,altersklasse_covid19,age_group_AKL10,48614,68726,0.63,141.37,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.114,11.4
202144,FR,50 - 59,230,altersklasse_covid19,age_group_AKL10,48614,68956,0.47,141.84,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.108,10.8
202145,FR,50 - 59,328,altersklasse_covid19,age_group_AKL10,48614,69284,0.67,142.52,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.128,12.8
202146,FR,50 - 59,236,altersklasse_covid19,age_group_AKL10,48614,69520,0.49,143,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.032,3.2
202147,FR,50 - 59,285,altersklasse_covid19,age_group_AKL10,48614,69805,0.59,143.59,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.029,2.9000000000000004
202148,FR,50 - 59,390,altersklasse_covid19,age_group_AKL10,48614,70195,0.8,144.39,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.048,4.8
202149,FR,50 - 59,1596,altersklasse_covid19,age_group_AKL10,48614,71791,3.28,147.68,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.17,17
202052,FR,60 - 69,0,altersklasse_covid19,age_group_AKL10,34018,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,NA,NA
202053,FR,60 - 69,64,altersklasse_covid19,age_group_AKL10,34018,64,0.19,0.19,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.088,8.799999999999999
202101,FR,60 - 69,41,altersklasse_covid19,age_group_AKL10,34018,105,0.12,0.31,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.077,7.7
202102,FR,60 - 69,168,altersklasse_covid19,age_group_AKL10,34018,273,0.49,0.8,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.129,12.9
202103,FR,60 - 69,254,altersklasse_covid19,age_group_AKL10,34018,527,0.75,1.55,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.076,7.6
202104,FR,60 - 69,377,altersklasse_covid19,age_group_AKL10,34018,904,1.11,2.66,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.1,10
202105,FR,60 - 69,707,altersklasse_covid19,age_group_AKL10,34018,1611,2.08,4.74,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.154,15.4
202106,FR,60 - 69,768,altersklasse_covid19,age_group_AKL10,34018,2379,2.26,6.99,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.149,14.899999999999999
202107,FR,60 - 69,817,altersklasse_covid19,age_group_AKL10,34018,3196,2.4,9.4,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.136,13.600000000000001
202108,FR,60 - 69,777,altersklasse_covid19,age_group_AKL10,34018,3973,2.28,11.68,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.131,13.100000000000001
202109,FR,60 - 69,1151,altersklasse_covid19,age_group_AKL10,34018,5124,3.38,15.06,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.162,16.2
202110,FR,60 - 69,696,altersklasse_covid19,age_group_AKL10,34018,5820,2.05,17.11,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.199,19.900000000000002
202111,FR,60 - 69,533,altersklasse_covid19,age_group_AKL10,34018,6353,1.57,18.68,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.195,19.5
202112,FR,60 - 69,1262,altersklasse_covid19,age_group_AKL10,34018,7615,3.71,22.39,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.189,18.9
202113,FR,60 - 69,1787,altersklasse_covid19,age_group_AKL10,34018,9402,5.25,27.64,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.229,22.900000000000002
202114,FR,60 - 69,2087,altersklasse_covid19,age_group_AKL10,34018,11489,6.13,33.77,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.252,25.2
202115,FR,60 - 69,3033,altersklasse_covid19,age_group_AKL10,34018,14522,8.92,42.69,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.356,35.6
202116,FR,60 - 69,2269,altersklasse_covid19,age_group_AKL10,34018,16791,6.67,49.36,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.326,32.6
202117,FR,60 - 69,1831,altersklasse_covid19,age_group_AKL10,34018,18622,5.38,54.74,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.223,22.3
202118,FR,60 - 69,4510,altersklasse_covid19,age_group_AKL10,34018,23132,13.26,68,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.302,30.2
202119,FR,60 - 69,4788,altersklasse_covid19,age_group_AKL10,34018,27920,14.07,82.07,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.307,30.7
202120,FR,60 - 69,3366,altersklasse_covid19,age_group_AKL10,34018,31286,9.89,91.97,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.21,21
202121,FR,60 - 69,2261,altersklasse_covid19,age_group_AKL10,34018,33547,6.65,98.62,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.145,14.499999999999998
202122,FR,60 - 69,1800,altersklasse_covid19,age_group_AKL10,34018,35347,5.29,103.91,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.105,10.5
202123,FR,60 - 69,3645,altersklasse_covid19,age_group_AKL10,34018,38992,10.71,114.62,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.158,15.8
202124,FR,60 - 69,3496,altersklasse_covid19,age_group_AKL10,34018,42488,10.28,124.9,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.14,14.000000000000002
202125,FR,60 - 69,1663,altersklasse_covid19,age_group_AKL10,34018,44151,4.89,129.79,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.106,10.6
202126,FR,60 - 69,465,altersklasse_covid19,age_group_AKL10,34018,44616,1.37,131.15,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.041,4.1000000000000005
202127,FR,60 - 69,860,altersklasse_covid19,age_group_AKL10,34018,45476,2.53,133.68,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.06,6
202128,FR,60 - 69,988,altersklasse_covid19,age_group_AKL10,34018,46464,2.9,136.59,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.063,6.3
202129,FR,60 - 69,924,altersklasse_covid19,age_group_AKL10,34018,47388,2.72,139.3,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.065,6.5
202130,FR,60 - 69,624,altersklasse_covid19,age_group_AKL10,34018,48012,1.83,141.14,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.081,8.1
202131,FR,60 - 69,332,altersklasse_covid19,age_group_AKL10,34018,48344,0.98,142.11,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.074,7.3999999999999995
202132,FR,60 - 69,392,altersklasse_covid19,age_group_AKL10,34018,48736,1.15,143.27,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.086,8.6
202133,FR,60 - 69,510,altersklasse_covid19,age_group_AKL10,34018,49246,1.5,144.76,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.088,8.799999999999999
202134,FR,60 - 69,554,altersklasse_covid19,age_group_AKL10,34018,49800,1.63,146.39,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.078,7.8
