sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_28d,timeframe_14d
unknown,all,AG,202122,5,0,5,151,0,-25,7.3,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,1,NA,25,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,AI,202122,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,AR,202122,0,0,NA,1,NA,NA,100,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,BE,202122,7,0,7,321,0,0,8.7,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,6,NA,600,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,BL,202122,3,0,3,53,0,0,3.8,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,2,NA,200,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,BS,202122,7,0,7,837,0,0,2,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,1,NA,16.7,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,FL,202122,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,FR,202122,0,0,NA,35,NA,NA,5.7,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,GE,202122,2,0,2,178,0,0,6.2,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,0,NA,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,GL,202122,0,0,NA,10,NA,NA,20,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,GR,202122,0,0,NA,17,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,JU,202122,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,LU,202122,0,0,NA,39,NA,NA,10.3,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,-1,NA,-100,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,NE,202122,0,0,NA,103,NA,NA,1,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,-4,NA,-100,-0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,NW,202122,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,OW,202122,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,SG,202122,0,0,NA,45,NA,NA,4.4,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,-2,NA,-100,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,SH,202122,0,0,NA,8,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,-1,NA,-100,-0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,SO,202122,2,0,2,39,0,NA,10.3,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,2,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,SZ,202122,2,0,2,29,0,NA,10.3,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,2,NA,NA,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,TG,202122,9,0,9,35,0,-33.3,5.7,0.003,0.3,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,6,NA,200,0.19999999999999998,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,TI,202122,0,0,NA,19,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,UR,202122,0,0,NA,4,NA,NA,25,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,VD,202122,6,0,6,1150,0,-11.1,4.7,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,-3,NA,-33.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,VS,202122,6,0,6,370,0,0,1.9,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,-4,NA,-40,-0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,ZG,202122,3,0,3,20,0,0,0,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,2,NA,200,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,ZH,202122,10,0,10,568,0,0,4,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,7,NA,233.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,AG,202123,4795,77,4718,239529,1.6,-0.2999999999999998,10.1,0.515,51.5,348814,1374.66,68669.55,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-433,-124.13,-8.3,-0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,AI,202123,316,8,308,7066,2.5,-4.4,9.7,0.425,42.5,8361,3779.45,84511.42,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-4,-47.84,-1.2,-5.899999999999999,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,AR,202123,320,11,309,16683,3.4,-1.8000000000000003,11.3,0.509,50.9,27883,1147.65,59832.16,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-45,-161.39,-12.3,2.299999999999997,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,BE,202123,6506,139,6367,361643,2.1,-0.19999999999999973,8.9,0.5,50,512300,1269.96,70592.04,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-468,-91.35,-6.7,1.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,BL,202123,2201,24,2177,114218,1.1,-1,7.9,0.488,48.8,142767,1541.67,80003.08,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-141,-98.77,-6,-1.9000000000000057,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,BS,202123,2273,21,2252,101615,0.9,-1.3000000000000003,6.3,0.491,49.1,95621,2377.09,106268.5,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-50,-52.29,-2.2,0.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,FL,202123,485,3,482,19859,0.6,-0.09999999999999998,7.8,0.474,47.4,19368,2504.13,102535.11,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-261,-1347.58,-35,-1.2999999999999972,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,FR,202123,2568,76,2492,118030,3,0.20000000000000018,13.3,0.529,52.900000000000006,162985,1575.61,72417.71,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-704,-431.94,-21.5,0.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,GE,202123,5634,101,5533,303931,1.8,-0.40000000000000013,10.3,0.497,49.7,245320,2296.59,123891.65,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-674,-274.75,-10.7,1.2000000000000028,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,GL,202123,379,9,370,13796,2.4,-0.3999999999999999,9.7,0.522,52.2,20625,1837.58,66889.7,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-48,-232.72,-11.2,0.3999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,GR,202123,1522,33,1489,151335,2.2,-0.6999999999999997,4.7,0.474,47.4,100289,1517.61,150898.9,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-352,-350.99,-18.8,-2.3000000000000043,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,JU,202123,487,30,457,24663,6.2,-1.8999999999999995,13.6,0.478,47.8,36474,1335.2,67618.03,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-45,-123.37,-8.5,2.3999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,LU,202123,2411,66,2345,125358,2.7,-1,11.5,0.51,51,207582,1161.47,60389.63,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-687,-330.95,-22.2,0.7999999999999972,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,NE,202123,1605,29,1576,72631,1.8,-0.8,11.4,0.505,50.5,86184,1862.29,84274.34,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-46,-53.38,-2.8,0.7999999999999972,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,NW,202123,440,9,431,13772,2,-1.1,9.7,0.528,52.800000000000004,22298,1973.27,61763.39,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-74,-331.87,-14.4,2.200000000000003,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,OW,202123,324,29,295,11459,9,1.4000000000000004,11.3,0.469,46.9,19268,1681.54,59471.66,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-58,-301.02,-15.2,-1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,SG,202123,3113,121,2992,166649,3.9,-2.3000000000000003,12.7,0.48,48,258108,1206.08,64565.61,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-500,-193.72,-13.8,-0.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,SH,202123,596,14,582,28928,2.3,-1.6,8.8,0.512,51.2,41162,1447.94,70278.41,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-76,-184.63,-11.3,1.2000000000000028,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,SO,202123,1888,23,1865,101396,1.2,-0.5,9,0.518,51.800000000000004,138626,1361.94,73143.57,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-206,-148.6,-9.8,0.7000000000000028,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,SZ,202123,1312,70,1242,59125,5.3,0.09999999999999964,10.8,0.528,52.800000000000004,83109,1578.65,71141.51,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-273,-328.48,-17.2,-0.8999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,TG,202123,1481,44,1437,91515,3,-0.20000000000000018,10,0.491,49.1,142527,1039.1,64208.89,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-275,-192.95,-15.7,-0.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,TI,202123,2928,31,2897,155148,1.1,0,10.2,0.486,48.6,170830,1713.98,90820.11,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-1536,-899.14,-34.4,-0.09999999999999432,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,UR,202123,1369,6,1363,20844,0.4,0,7.9,0.5,50,18768,7294.33,111061.38,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,6,31.97,0.4,0.3999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,VD,202123,8911,124,8787,417109,1.4,-0.6000000000000001,10,0.496,49.6,400217,2226.54,104220.71,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-645,-161.16,-6.7,-0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,VS,202123,2504,56,2448,145983,2.2,-0.2999999999999998,12.5,0.518,51.800000000000004,172955,1447.78,84405.19,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-944,-545.8,-27.4,-0.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,ZG,202123,1722,18,1704,71141,1,-0.3999999999999999,6.3,0.534,53.400000000000006,65227,2640.01,109066.8,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-306,-469.13,-15.1,-1.2999999999999972,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,ZH,202123,13855,235,13620,709983,1.7,-0.30000000000000004,8.4,0.513,51.300000000000004,774299,1789.36,91693.65,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-1350,-174.35,-8.9,-0.19999999999999574,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,AG,202123,4506,80,4426,251807,1.8,-0.09999999999999987,9.9,0.484,48.4,345258,1305.11,72933,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-376,-108.91,-7.7,0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,AI,202123,427,18,409,8072,4.2,-0.7999999999999998,7.9,0.575,57.49999999999999,7932,5383.26,101765,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,86,1084.22,25.2,5.8999999999999915,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,AR,202123,309,5,304,18486,1.6,-1.7999999999999998,11.1,0.491,49.1,27426,1126.67,67403.19,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-77,-280.75,-19.9,-2.299999999999997,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,BE,202123,6511,116,6395,404240,1.8,-0.40000000000000013,8.6,0.5,50,530832,1226.57,76152.15,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-910,-171.42,-12.3,-1.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,BL,202123,2306,24,2282,135582,1,-0.8999999999999999,6.7,0.512,51.2,148202,1555.98,91484.6,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,36,24.29,1.6,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,BS,202123,2350,22,2328,114605,0.9,-1.5,5.9,0.508,50.8,101114,2324.11,113342.37,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-96,-94.94,-3.9,-0.4000000000000057,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,FL,202123,539,3,536,29208,0.6,-0.4,5.7,0.526,52.6,19687,2737.85,148361.86,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-247,-1254.63,-31.4,1.2999999999999972,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,FR,202123,2287,88,2199,126990,3.8,0.7999999999999998,13.5,0.471,47.099999999999994,162511,1407.29,78142.4,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-694,-427.05,-23.3,-0.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,GE,202123,5710,109,5601,344220,1.9,-0.3999999999999999,10.2,0.503,50.3,261023,2187.55,131873.44,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-973,-372.76,-14.6,-1.1000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,GL,202123,347,7,340,15145,2,-2.3,10.1,0.478,47.8,20226,1715.61,74878.87,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-50,-247.21,-12.6,-0.3999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,GR,202123,1691,39,1652,131794,2.3,0.2999999999999998,5.3,0.526,52.6,99807,1694.27,132048.85,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-204,-204.39,-10.8,2.3000000000000043,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,JU,202123,531,21,510,30678,4,-3.3,13.1,0.522,52.2,37235,1426.08,82390.22,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-110,-295.42,-17.2,-2.3999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,LU,202123,2319,72,2247,134436,3.1,-1.1999999999999997,11.4,0.49,49,208765,1110.82,64395.85,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-752,-360.21,-24.5,-0.7999999999999972,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,NE,202123,1566,20,1546,82678,1.3,-1.9000000000000001,11.4,0.493,49.3,89710,1745.62,92161.41,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-102,-113.7,-6.1,-1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,NW,202123,393,12,381,13944,3.1,1.1,10.1,0.472,47.199999999999996,21222,1851.85,65705.4,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-108,-508.91,-21.6,-2.200000000000003,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,OW,202123,367,17,350,12698,4.6,-2.9000000000000004,11.3,0.531,53.1,18840,1947.98,67399.15,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-48,-254.78,-11.6,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,SG,202123,3370,122,3248,184831,3.6,-2.1,12.4,0.52,52,256396,1314.37,72088.1,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-452,-176.29,-11.8,0.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,SH,202123,567,20,547,30005,3.5,0.5,8.6,0.488,48.8,41945,1351.77,71534.15,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-106,-252.71,-15.8,-1.2000000000000028,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,SO,202123,1753,23,1730,105851,1.3,-0.5999999999999999,8.8,0.481,48.1,138836,1262.64,76241.75,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-250,-180.07,-12.5,-0.7999999999999972,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,SZ,202123,1171,66,1105,57839,5.6,1,11.2,0.472,47.199999999999996,79048,1481.38,73169.47,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-193,-244.15,-14.1,0.9999999999999929,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,TG,202123,1524,41,1483,103289,2.7,-0.09999999999999964,9.8,0.505,50.5,140382,1085.61,73577.1,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-251,-178.8,-14.1,0.3999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,TI,202123,3091,27,3064,173649,0.9,0,9.7,0.513,51.300000000000004,180156,1715.74,96388.13,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-1609,-893.11,-34.2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,UR,202123,1368,5,1363,22729,0.4,0,7.6,0.5,50,18051,7578.53,125915.46,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-15,-83.1,-1.1,-0.3999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,VD,202123,9041,138,8903,454120,1.5,-0.7999999999999998,9.8,0.503,50.3,414545,2180.95,109546.61,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-642,-154.86,-6.6,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,VS,202123,2320,48,2272,151283,2.1,-0.6000000000000001,13.2,0.48,48,175548,1321.58,86177.57,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-825,-469.95,-26.2,0.30000000000000426,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,ZG,202123,1502,19,1483,67102,1.3,0.5,6.5,0.466,46.6,63567,2362.86,105561.06,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-175,-275.3,-10.4,1.3999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,ZH,202123,13147,209,12938,753287,1.6,-0.2999999999999998,8.1,0.487,48.699999999999996,779124,1687.41,96683.84,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-1135,-145.67,-7.9,0.29999999999999716,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,AG,202123,1,0,1,152,0,0,7.2,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-4,NA,-80,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,AI,202123,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,AR,202123,0,0,NA,1,NA,NA,100,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,BE,202123,8,0,8,329,0,0,8.5,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,1,NA,14.3,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,BL,202123,1,0,1,54,0,0,3.7,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-2,NA,-66.7,-0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,BS,202123,5,0,5,842,0,0,2,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-2,NA,-28.6,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,FL,202123,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,FR,202123,0,0,NA,35,NA,NA,5.7,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,GE,202123,0,0,NA,178,NA,NA,6.2,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-2,NA,-100,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,GL,202123,0,0,NA,10,NA,NA,20,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,GR,202123,1,0,1,18,0,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,1,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,JU,202123,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,LU,202123,1,0,1,40,0,NA,10,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,1,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,NE,202123,5,0,5,108,0,NA,0.9,0.002,0.2,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,5,NA,NA,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,NW,202123,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,OW,202123,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,SG,202123,1,0,1,46,0,NA,4.3,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,1,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
