sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_28d,timeframe_14d
unknown,all,CH,202106,125,4,121,2066,3.2,1.8000000000000003,5.7,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-06,53,NA,73.6,0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202107,87015,3872,83143,2135863,4.4,-0.39999999999999947,12.4,0.495,49.5,4302599,2022.38,49641.23,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-07,-8124,-188.82,-8.5,0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202107,88816,4031,84785,2381018,4.5,-0.20000000000000018,12.1,0.505,50.5,4367701,2033.47,54514.22,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-07,-8987,-205.76,-9.2,-0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202107,75,3,72,2141,4,0.7999999999999998,5.7,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-07,-50,NA,-40,-0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202108,82268,4123,78145,2218131,5,0.5999999999999996,12.1,0.492,49.2,4302599,1912.05,51553.28,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-08,-4747,-110.33,-5.5,-0.29999999999999716,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202108,84667,4002,80665,2465685,4.7,0.20000000000000018,11.8,0.506,50.6,4367701,1938.48,56452.7,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-08,-4149,-94.99,-4.7,0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202108,262,2,260,2403,0.8,-3.2,5.1,0.002,0.2,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-08,187,NA,249.3,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202109,85537,4199,81338,2303668,4.9,-0.09999999999999964,11.8,0.493,49.3,4302599,1988.03,53541.31,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-09,3269,75.98,4,0.09999999999999432,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202109,87665,4217,83448,2553350,4.8,0.09999999999999964,11.6,0.505,50.5,4367701,2007.12,58459.82,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-09,2998,68.64,3.5,-0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202109,269,10,259,2672,3.7,2.9000000000000004,5,0.002,0.2,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-09,7,NA,2.7,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202110,95244,4850,90394,2398912,5.1,0.1999999999999993,11.6,0.493,49.3,4302599,2213.64,55754.95,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-10,9707,225.61,11.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202110,97872,4937,92935,2651222,5,0.20000000000000018,11.4,0.507,50.7,4367701,2240.81,60700.63,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-10,10207,233.69,11.6,0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202110,87,3,84,2759,3.4,-0.30000000000000027,4.9,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-10,-182,NA,-67.7,-0.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202111,112663,5771,106892,2511575,5.1,0,11.3,0.494,49.4,4302599,2618.49,58373.44,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-11,17419,404.85,18.3,0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202111,115338,5839,109499,2766560,5.1,0.09999999999999964,11.1,0.506,50.6,4367701,2640.7,63341.33,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-11,17466,399.89,17.8,-0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202111,65,4,61,2824,6.2,2.8000000000000003,5,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-11,-22,NA,-25.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202112,123023,6973,116050,2634598,5.7,0.6000000000000005,11,0.486,48.6,4302599,2859.27,61232.71,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-12,10360,240.78,9.2,-0.7999999999999972,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202112,130080,6865,123215,2896640,5.3,0.20000000000000018,10.8,0.514,51.4,4367701,2978.23,66319.56,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-12,14742,337.53,12.8,0.7999999999999972,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202112,88,7,81,2912,8,1.7999999999999998,5,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-12,23,NA,35.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202113,133225,6944,126281,2767823,5.2,-0.5,10.7,0.485,48.5,4302599,3096.38,64329.1,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-13,10202,237.11,8.3,-0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202113,141193,6952,134241,3037833,4.9,-0.39999999999999947,10.6,0.514,51.4,4367701,3232.66,69552.22,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-13,11113,254.43,8.5,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202113,123,6,117,3035,4.9,-3.0999999999999996,5,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-13,35,NA,39.8,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202114,97854,7695,90159,2865677,7.9,2.7,10.6,0.484,48.4,4302599,2274.3,66603.39,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-14,-35371,-822.08,-26.5,-0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202114,104459,7686,96773,3142292,7.4,2.5,10.5,0.516,51.6,4367701,2391.62,71943.84,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-14,-36734,-841.04,-26,0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202114,71,5,66,3106,7,2.0999999999999996,5.1,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-14,-52,NA,-42.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202115,92550,7956,84594,2958227,8.6,0.6999999999999993,10.6,0.497,49.7,4302599,2151.03,68754.42,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-15,-5304,-123.27,-5.4,1.3000000000000043,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202115,93501,7494,86007,3235793,8,0.5999999999999996,10.4,0.502,50.2,4367701,2140.74,74084.58,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-15,-10958,-250.88,-10.5,-1.3999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202115,61,0,61,3167,0,-7,5,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-15,-10,NA,-14.1,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202116,89650,8075,81575,3047877,9,0.40000000000000036,10.5,0.491,49.1,4302599,2083.62,70838.04,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-16,-2900,-67.41,-3.1,-0.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202116,92579,7647,84932,3328372,8.3,0.3000000000000007,10.3,0.507,50.7,4367701,2119.63,76204.21,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-16,-922,-21.11,-1,0.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202116,343,2,341,3510,0.6,0.6,4.6,0.002,0.2,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-16,282,NA,462.3,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202117,90087,6747,83340,3137964,7.5,-1.5,10.4,0.496,49.6,4302599,2093.78,72931.83,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-17,437,10.16,0.5,0.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202117,91567,6445,85122,3419939,7,-1.3000000000000007,10.2,0.504,50.4,4367701,2096.46,78300.67,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-17,-1012,-23.17,-1.1,-0.30000000000000426,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202117,89,1,88,3599,1.1,0.5000000000000001,4.5,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-17,-254,NA,-74.1,-0.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202118,86836,5664,81172,3224800,6.5,-1,10.3,0.494,49.4,4302599,2018.22,74950.05,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-18,-3251,-75.56,-3.6,-0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202118,88826,5648,83178,3508765,6.4,-0.5999999999999996,10.1,0.505,50.5,4367701,2033.7,80334.37,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-18,-2741,-62.76,-3,0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202118,136,4,132,3735,2.9,1.7999999999999998,4.4,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-18,47,NA,52.8,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202119,90518,4358,86160,3315318,4.8,-1.7000000000000002,10.2,0.496,49.6,4302599,2103.8,77053.85,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-19,3682,85.58,4.2,0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202119,91726,4273,87453,3600491,4.7,-1.7000000000000002,10,0.503,50.3,4367701,2100.1,82434.47,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-19,2900,66.4,3.3,-0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202119,80,6,74,3815,7.5,4.6,4.5,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-19,-56,NA,-41.2,-0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202120,98011,4117,93894,3413329,4.2,-0.5999999999999996,10,0.493,49.3,4302599,2277.95,79331.79,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-20,7493,174.15,8.3,-0.30000000000000426,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202120,100484,4071,96413,3700975,4.1,-0.6000000000000005,9.8,0.506,50.6,4367701,2300.62,84735.08,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-20,8758,200.52,9.5,0.30000000000000426,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202120,109,1,108,3924,0.9,-6.6,4.4,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-20,29,NA,36.2,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202121,77367,2844,74523,3490696,3.7,-0.5,9.9,0.5,50,4302599,1798.15,81129.94,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-21,-20644,-479.8,-21.1,0.7000000000000028,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202121,77406,2843,74563,3778381,3.7,-0.39999999999999947,9.7,0.5,50,4367701,1772.24,86507.32,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-21,-23078,-528.38,-23,-0.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202121,48,3,45,3972,6.2,5.3,4.4,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-21,-61,NA,-56,-0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202122,81394,2040,79354,3572090,2.5,-1.2000000000000002,9.7,0.503,50.3,4302599,1891.74,83021.68,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,4027,93.59,5.2,0.29999999999999716,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202122,80505,1978,78527,3858886,2.5,-1.2000000000000002,9.6,0.497,49.7,4367701,1843.19,88350.51,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,3099,70.95,4,-0.29999999999999716,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202122,62,0,62,4034,0,-6.2,4.3,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-22,14,NA,29.2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202123,71460,1404,70056,3643550,2,-0.5,9.6,0.503,50.3,4302599,1660.86,84682.54,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-9934,-230.88,-12.2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202123,70474,1368,69106,3929360,1.9,-0.6000000000000001,9.4,0.496,49.6,4367701,1613.53,89964.03,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-10031,-229.66,-12.5,-0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202123,58,0,58,4092,0,0,4.3,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-23,-4,NA,-6.5,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202124,70923,768,70155,3714473,1.1,-0.8999999999999999,9.4,0.505,50.5,4302599,1648.38,86330.91,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-24,-537,-12.48,-0.8,0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202124,69354,724,68630,3998714,1,-0.8999999999999999,9.3,0.494,49.4,4367701,1587.88,91551.92,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-24,-1120,-25.65,-1.6,-0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202124,69,0,69,4161,0,0,4.2,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-24,11,NA,19,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202125,65370,506,64864,3779843,0.8,-0.30000000000000004,9.2,0.498,49.8,4302599,1519.31,87850.23,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-25,-5553,-129.07,-7.8,-0.7000000000000028,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202125,65885,417,65468,4064599,0.6,-0.4,9.1,0.502,50.2,4367701,1508.46,93060.38,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-25,-3469,-79.42,-5,0.8000000000000043,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202125,75,0,75,4236,0,0,4.1,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-25,6,NA,8.7,0.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202126,81367,679,80688,3861210,0.8,0,9.1,0.489,48.9,4302599,1891.11,89741.34,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-26,15997,371.8,24.5,-0.8999999999999986,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202126,84902,509,84393,4149501,0.6,0,9,0.51,51,4367701,1943.86,95004.24,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-26,19017,435.4,28.9,0.7999999999999972,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,CH,202126,212,0,212,4448,0,0,3.9,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-26,137,NA,182.7,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,CH,202127,91284,1265,90019,3952494,1.4,0.5999999999999999,8.9,0.488,48.8,4302599,2121.6,91862.94,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-27,9917,230.49,12.2,-0.10000000000000142,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,CH,202127,95432,1035,94397,4244933,1.1,0.5000000000000001,8.8,0.511,51.1,4367701,2184.95,97189.18,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2021-27,10530,241.09,12.4,0.10000000000000142,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
