date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202111,FR,age,929,indication,325496,7958,2.4,0.459,45.9,51.6,0.29,2.44,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202112,FR,age,2609,indication,325496,10567,3.2,0.467,46.7,50.3,0.8,3.25,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202113,FR,age,1955,indication,325496,12522,3.8,0.496,49.6,50.2,0.6,3.85,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202114,FR,age,2124,indication,325496,14646,4.5,0.491,49.1,50,0.65,4.5,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202115,FR,age,897,indication,325496,15543,4.8,0.347,34.699999999999996,48.8,0.28,4.78,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202116,FR,age,418,indication,325496,15961,4.9,0.303,30.3,48,0.13,4.9,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202117,FR,age,597,indication,325496,16558,5.1,0.279,27.900000000000002,46.800000000000004,0.18,5.09,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202118,FR,age,1319,indication,325496,17877,5.5,0.231,23.1,43.5,0.41,5.49,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202119,FR,age,985,indication,325496,18862,5.8,0.15,15,39.6,0.3,5.79,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202120,FR,age,899,indication,325496,19761,6.1,0.133,13.3,36.3,0.28,6.07,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202121,FR,age,731,indication,325496,20492,6.3,0.091,9.1,32.800000000000004,0.22,6.3,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202122,FR,age,710,indication,325496,21202,6.5,0.106,10.6,30.7,0.22,6.51,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202123,FR,age,454,indication,325496,21656,6.7,0.042,4.2,27.1,0.14,6.65,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202124,FR,age,396,indication,325496,22052,6.8,0.031,3.1,23.7,0.12,6.77,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202125,FR,age,470,indication,325496,22522,6.9,0.038,3.8,21.4,0.14,6.92,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202126,FR,age,401,indication,325496,22923,7,0.042,4.2,20,0.12,7.04,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202127,FR,age,307,indication,325496,23230,7.1,0.023,2.3,18.2,0.09,7.14,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202128,FR,age,322,indication,325496,23552,7.2,0.022,2.1999999999999997,16.5,0.1,7.24,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202129,FR,age,283,indication,325496,23835,7.3,0.022,2.1999999999999997,15.4,0.09,7.32,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202130,FR,age,241,indication,325496,24076,7.4,0.044,4.3999999999999995,15,0.07,7.4,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202131,FR,age,168,indication,325496,24244,7.4,0.053,5.3,14.799999999999999,0.05,7.45,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202132,FR,age,180,indication,325496,24424,7.5,0.059,5.8999999999999995,14.6,0.06,7.5,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202133,FR,age,213,indication,325496,24637,7.6,0.058,5.800000000000001,14.399999999999999,0.07,7.57,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202134,FR,age,178,indication,325496,24815,7.6,0.047,4.7,14.2,0.05,7.62,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202135,FR,age,96,indication,325496,24911,7.7,0.034,3.4000000000000004,14.099999999999998,0.03,7.65,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202136,FR,age,125,indication,325496,25036,7.7,0.038,3.8,13.900000000000002,0.04,7.69,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202137,FR,age,156,indication,325496,25192,7.7,0.039,3.9,13.700000000000001,0.05,7.74,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202138,FR,age,159,indication,325496,25351,7.8,0.035,3.5000000000000004,13.4,0.05,7.79,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202139,FR,age,185,indication,325496,25536,7.8,0.037,3.6999999999999997,13.200000000000001,0.06,7.85,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202140,FR,age,148,indication,325496,25684,7.9,0.027,2.7,12.9,0.05,7.89,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202141,FR,age,200,indication,325496,25884,8,0.034,3.4000000000000004,12.6,0.06,7.95,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202142,FR,age,125,indication,325496,26009,8,0.035,3.5000000000000004,12.5,0.04,7.99,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202143,FR,age,138,indication,325496,26147,8,0.059,5.8999999999999995,12.4,0.04,8.03,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202144,FR,age,85,indication,325496,26232,8.1,0.047,4.7,12.3,0.03,8.06,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202145,FR,age,75,indication,325496,26307,8.1,0.044,4.3999999999999995,12.3,0.02,8.08,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202146,FR,age,60,indication,325496,26367,8.1,0.053,5.3,12.2,0.02,8.1,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202147,FR,age,50,indication,325496,26417,8.1,0.045,4.5,12.2,0.02,8.12,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202148,FR,age,41,indication,325496,26458,8.1,0.036,3.5999999999999996,12.1,0.01,8.13,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202149,FR,age,39,indication,325496,26497,8.1,0.04,4,12.1,0.01,8.14,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202052,FR,chronic_disease,0,indication,325496,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202053,FR,chronic_disease,0,indication,325496,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202101,FR,chronic_disease,0,indication,325496,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202102,FR,chronic_disease,0,indication,325496,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202103,FR,chronic_disease,0,indication,325496,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202104,FR,chronic_disease,12,indication,325496,12,0,0.035,3.5000000000000004,3.4000000000000004,0,0,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202105,FR,chronic_disease,13,indication,325496,25,0,0.01,1,1.5,0,0.01,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202106,FR,chronic_disease,75,indication,325496,100,0,0.05,5,3.2,0.02,0.03,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202107,FR,chronic_disease,203,indication,325496,303,0.1,0.074,7.3999999999999995,5.2,0.06,0.09,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202108,FR,chronic_disease,516,indication,325496,819,0.3,0.165,16.5,9.1,0.16,0.25,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202109,FR,chronic_disease,964,indication,325496,1783,0.5,0.298,29.799999999999997,14.6,0.3,0.55,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202110,FR,chronic_disease,404,indication,325496,2187,0.7,0.343,34.300000000000004,16.3,0.12,0.67,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202111,FR,chronic_disease,680,indication,325496,2867,0.9,0.336,33.6,18.6,0.21,0.88,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202112,FR,chronic_disease,2165,indication,325496,5032,1.5,0.388,38.800000000000004,23.9,0.67,1.55,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202113,FR,chronic_disease,1307,indication,325496,6339,1.9,0.332,33.2,25.4,0.4,1.95,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202114,FR,chronic_disease,1445,indication,325496,7784,2.4,0.334,33.4,26.6,0.44,2.39,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202115,FR,chronic_disease,1053,indication,325496,8837,2.7,0.407,40.699999999999996,27.700000000000003,0.32,2.71,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202116,FR,chronic_disease,551,indication,325496,9388,2.9,0.399,39.900000000000006,28.199999999999996,0.17,2.88,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202117,FR,chronic_disease,788,indication,325496,10176,3.1,0.369,36.9,28.799999999999997,0.24,3.13,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202118,FR,chronic_disease,2636,indication,325496,12812,3.9,0.461,46.1,31.2,0.81,3.94,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202119,FR,chronic_disease,2558,indication,325496,15370,4.7,0.39,39,32.2,0.79,4.72,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202120,FR,chronic_disease,1911,indication,325496,17281,5.3,0.283,28.299999999999997,31.8,0.59,5.31,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202121,FR,chronic_disease,2036,indication,325496,19317,5.9,0.254,25.4,30.9,0.63,5.93,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202122,FR,chronic_disease,1578,indication,325496,20895,6.4,0.235,23.5,30.2,0.48,6.42,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202123,FR,chronic_disease,2678,indication,325496,23573,7.2,0.246,24.6,29.4,0.82,7.24,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202124,FR,chronic_disease,2488,indication,325496,26061,8,0.194,19.400000000000002,28.1,0.76,8.01,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202125,FR,chronic_disease,1440,indication,325496,27501,8.4,0.116,11.600000000000001,26.1,0.44,8.45,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202126,FR,chronic_disease,535,indication,325496,28036,8.6,0.057,5.7,24.4,0.16,8.61,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202127,FR,chronic_disease,849,indication,325496,28885,8.9,0.064,6.4,22.6,0.26,8.87,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202128,FR,chronic_disease,1266,indication,325496,30151,9.3,0.086,8.6,21.099999999999998,0.39,9.26,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202129,FR,chronic_disease,1348,indication,325496,31499,9.7,0.107,10.7,20.3,0.41,9.68,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202130,FR,chronic_disease,599,indication,325496,32098,9.9,0.109,10.9,20,0.18,9.86,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202131,FR,chronic_disease,275,indication,325496,32373,9.9,0.087,8.7,19.8,0.08,9.95,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202132,FR,chronic_disease,229,indication,325496,32602,10,0.075,7.5,19.5,0.07,10.02,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202133,FR,chronic_disease,301,indication,325496,32903,10.1,0.082,8.200000000000001,19.3,0.09,10.11,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202134,FR,chronic_disease,339,indication,325496,33242,10.2,0.09,9,19.1,0.1,10.21,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202135,FR,chronic_disease,249,indication,325496,33491,10.3,0.089,8.9,18.9,0.08,10.29,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202136,FR,chronic_disease,245,indication,325496,33736,10.4,0.075,7.5,18.7,0.08,10.36,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202137,FR,chronic_disease,307,indication,325496,34043,10.5,0.076,7.6,18.5,0.09,10.46,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202138,FR,chronic_disease,309,indication,325496,34352,10.6,0.069,6.9,18.2,0.09,10.55,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202139,FR,chronic_disease,318,indication,325496,34670,10.7,0.063,6.3,17.9,0.1,10.65,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202140,FR,chronic_disease,360,indication,325496,35030,10.8,0.067,6.7,17.599999999999998,0.11,10.76,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202141,FR,chronic_disease,348,indication,325496,35378,10.9,0.06,6,17.2,0.11,10.87,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202142,FR,chronic_disease,258,indication,325496,35636,10.9,0.072,7.199999999999999,17.1,0.08,10.95,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202143,FR,chronic_disease,169,indication,325496,35805,11,0.072,7.199999999999999,17,0.05,11,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202144,FR,chronic_disease,120,indication,325496,35925,11,0.067,6.7,16.900000000000002,0.04,11.04,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202145,FR,chronic_disease,129,indication,325496,36054,11.1,0.075,7.5,16.8,0.04,11.08,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202146,FR,chronic_disease,89,indication,325496,36143,11.1,0.078,7.8,16.7,0.03,11.1,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202147,FR,chronic_disease,79,indication,325496,36222,11.1,0.071,7.1,16.7,0.02,11.13,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202148,FR,chronic_disease,76,indication,325496,36298,11.2,0.067,6.7,16.6,0.02,11.15,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202149,FR,chronic_disease,86,indication,325496,36384,11.2,0.088,8.799999999999999,16.6,0.03,11.18,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202052,FR,med_prof,0,indication,325496,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202053,FR,med_prof,0,indication,325496,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202101,FR,med_prof,0,indication,325496,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202102,FR,med_prof,0,indication,325496,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202103,FR,med_prof,7,indication,325496,7,0,1,100,100,0,0,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202104,FR,med_prof,107,indication,325496,114,0,0.31,31,32.4,0.03,0.04,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202105,FR,med_prof,343,indication,325496,457,0.1,0.269,26.900000000000002,28.1,0.11,0.14,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202106,FR,med_prof,624,indication,325496,1081,0.3,0.416,41.6,34.599999999999994,0.19,0.33,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202107,FR,med_prof,316,indication,325496,1397,0.4,0.115,11.5,23.799999999999997,0.1,0.43,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202108,FR,med_prof,279,indication,325496,1676,0.5,0.089,8.9,18.6,0.09,0.51,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202109,FR,med_prof,363,indication,325496,2039,0.6,0.112,11.200000000000001,16.7,0.11,0.63,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202110,FR,med_prof,69,indication,325496,2108,0.6,0.059,5.8999999999999995,15.7,0.02,0.65,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202111,FR,med_prof,179,indication,325496,2287,0.7,0.088,8.799999999999999,14.799999999999999,0.05,0.7,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202112,FR,med_prof,213,indication,325496,2500,0.8,0.038,3.8,11.899999999999999,0.07,0.77,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202113,FR,med_prof,136,indication,325496,2636,0.8,0.035,3.5000000000000004,10.6,0.04,0.81,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202114,FR,med_prof,123,indication,325496,2759,0.8,0.028,2.8000000000000003,9.4,0.04,0.85,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202115,FR,med_prof,129,indication,325496,2888,0.9,0.05,5,9.1,0.04,0.89,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202116,FR,med_prof,131,indication,325496,3019,0.9,0.095,9.5,9.1,0.04,0.93,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202117,FR,med_prof,373,indication,325496,3392,1,0.174,17.4,9.6,0.11,1.04,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202118,FR,med_prof,378,indication,325496,3770,1.2,0.066,6.6000000000000005,9.2,0.12,1.16,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202119,FR,med_prof,327,indication,325496,4097,1.3,0.05,5,8.6,0.1,1.26,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202120,FR,med_prof,985,indication,325496,5082,1.6,0.146,14.6,9.3,0.3,1.56,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202121,FR,med_prof,1925,indication,325496,7007,2.2,0.24,24,11.200000000000001,0.59,2.15,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202122,FR,med_prof,1625,indication,325496,8632,2.7,0.242,24.2,12.5,0.5,2.65,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202123,FR,med_prof,552,indication,325496,9184,2.8,0.051,5.1,11.5,0.17,2.82,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202124,FR,med_prof,769,indication,325496,9953,3.1,0.06,6,10.7,0.24,3.06,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202125,FR,med_prof,1262,indication,325496,11215,3.4,0.102,10.2,10.7,0.39,3.45,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202126,FR,med_prof,302,indication,325496,11517,3.5,0.032,3.2,10,0.09,3.54,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202127,FR,med_prof,541,indication,325496,12058,3.7,0.041,4.1000000000000005,9.4,0.17,3.7,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202128,FR,med_prof,886,indication,325496,12944,4,0.061,6.1,9.1,0.27,3.98,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202129,FR,med_prof,922,indication,325496,13866,4.3,0.073,7.3,8.9,0.28,4.26,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202130,FR,med_prof,386,indication,325496,14252,4.4,0.071,7.1,8.9,0.12,4.38,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202131,FR,med_prof,153,indication,325496,14405,4.4,0.048,4.8,8.799999999999999,0.05,4.43,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202132,FR,med_prof,107,indication,325496,14512,4.5,0.035,3.5000000000000004,8.7,0.03,4.46,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202133,FR,med_prof,127,indication,325496,14639,4.5,0.035,3.5000000000000004,8.6,0.04,4.5,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202134,FR,med_prof,193,indication,325496,14832,4.6,0.051,5.1,8.5,0.06,4.56,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202135,FR,med_prof,149,indication,325496,14981,4.6,0.053,5.3,8.5,0.05,4.6,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202136,FR,med_prof,142,indication,325496,15123,4.6,0.043,4.3,8.4,0.04,4.65,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202137,FR,med_prof,157,indication,325496,15280,4.7,0.039,3.9,8.3,0.05,4.69,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202138,FR,med_prof,206,indication,325496,15486,4.8,0.046,4.6,8.200000000000001,0.06,4.76,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202139,FR,med_prof,266,indication,325496,15752,4.8,0.053,5.3,8.1,0.08,4.84,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202140,FR,med_prof,267,indication,325496,16019,4.9,0.049,4.9,8,0.08,4.92,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202141,FR,med_prof,299,indication,325496,16318,5,0.051,5.1,8,0.09,5.01,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202142,FR,med_prof,165,indication,325496,16483,5.1,0.046,4.6,7.9,0.05,5.06,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202143,FR,med_prof,92,indication,325496,16575,5.1,0.039,3.9,7.9,0.03,5.09,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202144,FR,med_prof,74,indication,325496,16649,5.1,0.041,4.1000000000000005,7.8,0.02,5.11,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202145,FR,med_prof,56,indication,325496,16705,5.1,0.032,3.2,7.8,0.02,5.13,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202146,FR,med_prof,27,indication,325496,16732,5.1,0.024,2.4,7.8,0.01,5.14,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202147,FR,med_prof,36,indication,325496,16768,5.2,0.032,3.2,7.7,0.01,5.15,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202148,FR,med_prof,54,indication,325496,16822,5.2,0.048,4.8,7.7,0.02,5.17,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202149,FR,med_prof,45,indication,325496,16867,5.2,0.046,4.6,7.7,0.01,5.18,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202052,FR,contact_vuln,0,indication,325496,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202053,FR,contact_vuln,0,indication,325496,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202101,FR,contact_vuln,0,indication,325496,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202102,FR,contact_vuln,0,indication,325496,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202103,FR,contact_vuln,0,indication,325496,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202104,FR,contact_vuln,39,indication,325496,39,0,0.113,11.3,11.1,0.01,0.01,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202105,FR,contact_vuln,202,indication,325496,241,0.1,0.158,15.8,14.799999999999999,0.06,0.07,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202106,FR,contact_vuln,213,indication,325496,454,0.1,0.142,14.2,14.499999999999998,0.07,0.14,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202107,FR,contact_vuln,199,indication,325496,653,0.2,0.073,7.3,11.1,0.06,0.2,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202108,FR,contact_vuln,104,indication,325496,757,0.2,0.033,3.3000000000000003,8.4,0.03,0.23,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202109,FR,contact_vuln,260,indication,325496,1017,0.3,0.08,8,8.3,0.08,0.31,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202110,FR,contact_vuln,55,indication,325496,1072,0.3,0.047,4.7,8,0.02,0.33,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202111,FR,contact_vuln,78,indication,325496,1150,0.4,0.039,3.9,7.5,0.02,0.35,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202112,FR,contact_vuln,136,indication,325496,1286,0.4,0.024,2.4,6.1,0.04,0.4,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202113,FR,contact_vuln,312,indication,325496,1598,0.5,0.079,7.9,6.4,0.1,0.49,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202114,FR,contact_vuln,271,indication,325496,1869,0.6,0.063,6.3,6.4,0.08,0.57,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202115,FR,contact_vuln,147,indication,325496,2016,0.6,0.057,5.7,6.3,0.05,0.62,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202116,FR,contact_vuln,103,indication,325496,2119,0.7,0.075,7.5,6.4,0.03,0.65,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202117,FR,contact_vuln,158,indication,325496,2277,0.7,0.074,7.3999999999999995,6.4,0.05,0.7,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202118,FR,contact_vuln,411,indication,325496,2688,0.8,0.072,7.199999999999999,6.5,0.13,0.83,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202119,FR,contact_vuln,736,indication,325496,3424,1.1,0.112,11.200000000000001,7.199999999999999,0.23,1.05,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202120,FR,contact_vuln,729,indication,325496,4153,1.3,0.108,10.8,7.6,0.22,1.28,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202121,FR,contact_vuln,985,indication,325496,5138,1.6,0.123,12.3,8.200000000000001,0.3,1.58,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202122,FR,contact_vuln,984,indication,325496,6122,1.9,0.147,14.7,8.9,0.3,1.88,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202123,FR,contact_vuln,1709,indication,325496,7831,2.4,0.157,15.7,9.8,0.53,2.41,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202124,FR,contact_vuln,2041,indication,325496,9872,3,0.159,15.9,10.6,0.63,3.03,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202125,FR,contact_vuln,1566,indication,325496,11438,3.5,0.126,12.6,10.9,0.48,3.51,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202126,FR,contact_vuln,1408,indication,325496,12846,3.9,0.149,14.899999999999999,11.200000000000001,0.43,3.95,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202127,FR,contact_vuln,1770,indication,325496,14616,4.5,0.134,13.4,11.4,0.54,4.49,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202128,FR,contact_vuln,1910,indication,325496,16526,5.1,0.13,13,11.600000000000001,0.59,5.08,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202129,FR,contact_vuln,1519,indication,325496,18045,5.5,0.12,12,11.600000000000001,0.47,5.54,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202130,FR,contact_vuln,613,indication,325496,18658,5.7,0.112,11.200000000000001,11.600000000000001,0.19,5.73,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202131,FR,contact_vuln,261,indication,325496,18919,5.8,0.082,8.200000000000001,11.5,0.08,5.81,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202132,FR,contact_vuln,216,indication,325496,19135,5.9,0.07,7.000000000000001,11.5,0.07,5.88,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202133,FR,contact_vuln,240,indication,325496,19375,6,0.065,6.5,11.4,0.07,5.95,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202134,FR,contact_vuln,234,indication,325496,19609,6,0.062,6.2,11.200000000000001,0.07,6.02,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
202135,FR,contact_vuln,174,indication,325496,19783,6.1,0.062,6.2,11.200000000000001,0.05,6.08,COVID19FullyVaccPersons,2021-12-16_07-53-19,detailed
